,SP500,Strategy_original,strategy_adjust
157,-0.007128289037552804,0.6193046885338351,0.9842897658041674
158,-0.004775374906307528,0.6292995210996712,0.9995873240773585
159,0.015441474127118937,0.7189228028781538,1.1377896366004943
160,0.010306685045344155,0.6961313096041022,1.1024706826348467
161,0.009403088440886886,0.6923277596952246,1.0965879166407735
162,0.019965537544915923,0.7411408949135752,1.1723321576168058
163,0.02227630396317215,0.7525213471495522,1.1900679029451835
164,0.024292299435591636,0.762689127673376,1.2059379895222286
165,0.007326142106069744,0.6837616090132805,1.0833510966211062
166,0.0026119515832656592,0.6621229826259358,1.0499886467990813
167,0.02370976941087255,0.7619969546888639,1.2048569085305396
168,0.013709599373957548,0.7146145480448913,1.1311043633568953
169,-0.021966204967787117,0.549456022184134,0.8780432699306551
170,-0.025188055303176027,0.5343851246347069,0.8552727782743388
171,-0.03128403932298662,0.5063983037891211,0.813135182107616
172,-0.02348532207776577,0.5408148269832209,0.8649806007308658
173,-0.07213436503014536,0.3280570790221107,0.5492963481508277
174,-0.05615017630996355,0.39415192164062374,0.6461114754354047
175,-0.0443713148247622,0.41681432960619036,0.6618702079222807
176,-0.026509433638884916,0.48371722628740055,0.7534470852337296
177,-0.03798101233189388,0.4334511669996357,0.6801951323567315
178,-0.050969294109938335,0.3774252584654305,0.5992689566101357
179,-0.03426768907140121,0.4477643526921744,0.7009921120083888
180,-0.03957522015245152,0.42385719441221803,0.6662828005282255
181,-0.06217788217000064,0.3268511669881109,0.5268877018409741
182,-0.059314391670694855,0.3374592575444384,0.5420162822757364
183,-0.07457181614127983,0.2728464110278108,0.45031994150037225
184,-0.08676697252139398,0.22191987130294843,0.3788220558455173
185,-0.08255492621252025,0.23709296607763797,0.40005126792595247
186,-0.1056239143534835,0.14403871255801182,0.27085652724307474
187,-0.10989092324462546,0.11772949436010505,0.22695443937879856
188,-0.07210999946342267,0.25401224657260024,0.40534409085093603
189,-0.0571352855758509,0.2970362835563871,0.45489074099050275
190,-0.0457553516728475,0.3236136814801285,0.48159492585850816
191,-0.02638440874332304,0.3810176549322868,0.5503189279304732
192,-0.017649996137585777,0.4088016578528202,0.5846718240312245
193,-0.018206440629632725,0.4061579037637626,0.5810657914832948
194,-0.021855443735600666,0.3908470228135832,0.560210497518346
195,-0.01426756839119625,0.42171131336811674,0.6023010346990443
196,-0.017137049375024804,0.40945667065524227,0.5855654725890571
197,-0.015362245992315171,0.41652014776407764,0.5952079475244139
198,0.0023363836200922528,0.4919903569652475,0.6988655772128858
199,0.007791999257649174,0.4855754919169728,0.6784159242015062
200,0.025154121285344777,0.5300989876220903,0.7282141278997711
201,0.022696959975414766,0.4887894098390786,0.6619055521119335
202,0.019401790195060498,0.4475741084059346,0.5980692053899934
203,0.002051585976388104,0.3727596422330286,0.4972002949874421
204,-0.00015886141166321366,0.36431104455479746,0.48619078517824565
205,0.0066249025485163315,0.3702097618768383,0.4877232323296481
206,0.016834197037864707,0.3886722717613684,0.5057348297619664
207,0.030481161264782397,0.4191112057977977,0.5391901688930134
208,0.03560771265039553,0.4162648236626907,0.5298772361959558
209,0.0492821174828737,0.4451100111294859,0.5613563072469971
210,0.0457679166825018,0.409847285366272,0.545838877078697
211,0.036858017797302356,0.35839540785430124,0.5049837355496196
212,0.03887951999524475,0.34800378518634,0.5152960905566959
213,0.04669824040527537,0.35783305216541406,0.5534528808086137
214,0.05053918257107837,0.3538937282147401,0.5731713067951372
215,0.05851241684652808,0.36388289435622,0.5763940546264228
216,0.05854813386664448,0.3474818827940278,0.542221524605234
217,0.05224773348618528,0.31200915160494547,0.4825263059351499
218,0.040576529789910776,0.26250423498760744,0.4055118658857133
219,0.046578593530976375,0.27782732176685276,0.42436639339105
220,0.03571015306087788,0.2454069838068087,0.3797431405929479
221,0.04036695828865389,0.26008409842642854,0.39991075072985693
222,0.051865864590982635,0.2841494898268617,0.4263769527498391
223,0.05967385885928822,0.2960724419179217,0.4361421447882756
224,0.0503718555906012,0.2563152989382531,0.3761317001091913
225,0.062701645583221,0.28236435261270354,0.4057663687718531
226,0.059657542720149115,0.262350491475732,0.37371259718162575
227,0.055018385074319553,0.23894610061729327,0.33804356809068037
228,0.036530312507615514,0.17858074412103675,0.25518632327195423
229,0.021607702357447245,0.13673721450505472,0.2002548709638725
230,0.009783099454272914,0.10084903737681139,0.15200638217078355
231,-0.03715884123559243,-0.019701405755709556,-0.0005266536384870291
232,-0.017293145797069198,0.028880949961700653,0.058689194111126275
233,-0.016044034144365504,0.030754574782899224,0.05981712165290287
234,0.012847970004242981,0.10123889363145366,0.146261294927017
235,0.0024477161282667748,0.07433249849289547,0.11219887991842104
236,-0.016515205415300382,0.027726562565904,0.054582660196468735
237,0.006470047808726509,0.08291822588376774,0.12163493187129593
238,-0.03823185570758392,-0.02515502708348194,-0.01119413847226236
239,-0.034468272399564626,-0.01669784793475526,-0.0009360551527851646
240,-0.013150933749468185,0.03399464457576018,0.060907871681564085
241,0.004978090658198653,0.07859731435625372,0.11581446303620946
242,-0.006965991337410937,0.04893278827158554,0.07924652285562939
243,0.005338289732028434,0.07960761397536942,0.11706336272640461
244,0.0045585800678991095,0.07769130921887335,0.11469468275768713
245,-0.03388859741153771,-0.017291540821187334,-0.0016567344886515567
246,-0.01803057461536528,0.021112929357601118,0.04513516924830041
247,-0.0225847231494819,0.00967971204334539,0.0311684877245888
248,-0.013101821425703819,0.033065324706776256,0.05976870024052383
249,0.005285188318888467,0.07980216162541942,0.11730388240586165
250,0.006203864676554982,0.08224009191836879,0.12031861679499034
251,-0.003859748901619997,0.056261674755100355,0.08826243230484176
252,0.011774395267750704,0.09700383794627343,0.13860361133521004
253,0.030695863874545593,0.14791547033691832,0.20202329266894758
254,0.031917195490868355,0.15158825724468672,0.2066199568720184
255,0.031652261595152664,0.1512083476055761,0.2061443495234041
256,0.03199939063906454,0.1525110802370071,0.2077753626564227
257,0.04244324592708737,0.1820204607067888,0.24481659904266406
258,0.04650747437111202,0.19400765909043916,0.2599151933593582
259,0.0452605982389811,0.1909747546648839,0.25609226347174396
260,0.040503492092256455,0.17791991674353014,0.2396585523886705
261,0.044089547562096376,0.1886276206019193,0.2531350390678373
262,0.04441479777964363,0.19005781777451825,0.25493685188622384
263,0.04427173075687585,0.19014124775482344,0.25504197295497577
264,0.03706721089702536,0.16981803374840232,0.22947754644937746
265,0.03678739623014349,0.163393463534647,0.2192754929944314
266,0.024738406241701316,0.1283505932807114,0.1750239537586813
267,0.03324885566546376,0.1477680823994869,0.1974101576961802
268,0.029719798505405848,0.1333736293323342,0.1779097621931458
269,0.022215328266231626,0.10892104310537598,0.1463742479685679
270,0.029087431901848593,0.12395858552750005,0.16347358104296372
271,0.012088176313769239,0.0753692507892143,0.10306946001888884
272,-0.012107798668689385,0.013205406808137532,0.028028778377313213
273,-0.0015586069443548345,0.03911716323392289,0.05850896231002811
274,0.017331144601955284,0.08678284053002328,0.11555381306789059
275,0.011247516843416294,0.07127679939929976,0.09687862812328274
276,-0.009475996267106712,0.018812346985242145,0.0340450142100277
277,0.0024156341784014046,0.04880983597444,0.0699037698401479
278,0.010828768409681944,0.07050649864084213,0.09595211891335587
279,0.025227357534067574,0.10845332410207309,0.14173139884350916
280,0.036542354752245654,0.13910099469760806,0.17890603759406543
281,0.033728937193303166,0.13182445796105657,0.1700638097373317
282,0.03729237266379082,0.14186695903308166,0.18226974989801525
283,0.03193721293469576,0.12759965060628997,0.16493450810626786
284,0.040912683736055167,0.15259641571236005,0.19533139629435836
285,0.03602900779883167,0.13947852103902036,0.17936506641511762
286,0.03965362934917116,0.14989845608731334,0.1920449896357006
287,0.04204397742814736,0.1520934049775633,0.20067870939694643
288,0.04725757881311221,0.16202027317659384,0.21917577036858682
289,0.05445173556449978,0.17713961742575424,0.24496881544829718
290,0.05315901211141738,0.16850110306422827,0.24107524875710418
291,0.05725609749750937,0.17860545058674204,0.25633106757956203
292,0.053076161111732745,0.16771176427238133,0.24210572329599156
293,0.06553583052682344,0.20266546824337528,0.2878547666193072
294,0.07019104526162523,0.21638167211774362,0.30589009352625585
295,0.06838166056830186,0.21196334335997058,0.3000754140917723
296,0.06906599073795117,0.20782336077060926,0.3035140796260909
297,0.0724015813366008,0.21121651653193463,0.3169505758052802
298,0.07550329565918434,0.21387002422917845,0.329680197059643
299,0.07471795058025466,0.2057906910724121,0.3276762313024464
300,0.07538783886557088,0.2064365566856179,0.3312331284241845
301,0.0762168173911455,0.20309790456982024,0.3354293683119418
302,0.08593805904311069,0.22385478666840242,0.3744977384809136
303,0.08629948071554638,0.2188447592614009,0.3771009147226607
304,0.08523458200517986,0.2148467944973378,0.3740338297348449
305,0.08008528841279561,0.20187977777281674,0.3547208757371232
306,0.07778261844510803,0.1964632581822603,0.3466731954468796
307,0.08029833602956926,0.20389863185622503,0.3577233862304574
308,0.0896123562765696,0.22985060810583846,0.39646260224765695
309,0.09212727719084168,0.23061268252830747,0.39160829647608697
310,0.0971688654795082,0.23817779311700416,0.39707790081449756
311,0.09169750842598012,0.21743018733456765,0.36102745513271217
312,0.08041466569515698,0.1867707151940763,0.31489064941823575
313,0.07181836663879704,0.16511454228748845,0.2836310658539849
314,0.0794381483870763,0.18560117959521283,0.313197984191973
315,0.08104737024234754,0.19052606836959307,0.3203292167859415
316,0.0921582822562168,0.21507044604503478,0.3513856923253966
317,0.08789273992228974,0.19854408600174822,0.32300190847141996
318,0.086240524318826,0.18942239471865308,0.3058358538923276
319,0.08956275062776942,0.19341417171398967,0.3076531391396937
320,0.09989896935499032,0.21925268980362134,0.3431295131133474
321,0.09966423470816999,0.21948847736562138,0.3434651237436661
322,0.10822456911070955,0.24284999178768074,0.3768105528674328
323,0.10829161864377546,0.24396053616332392,0.3784002976882157
324,0.10740314748046842,0.24252832160609783,0.37635015933861404
325,0.11258539976909843,0.2573451279539718,0.39759289086029703
326,0.1183630351187932,0.2739776890610659,0.4215261086934654
327,0.11905929477631871,0.2769196504464728,0.4257689520428898
328,0.11843417724330196,0.27625484136943723,0.424809926423215
329,0.1243982900122218,0.28563815831202644,0.4501198180124917
330,0.12404219490697033,0.2776029915998728,0.4502894710073324
331,0.11650718179639741,0.25071069485696795,0.40493670451885655
332,0.11974239414914334,0.2532654105067984,0.403643768775114
333,0.12961669123685282,0.27834169535065745,0.43875513478293016
334,0.12052258362979651,0.2552722442950175,0.405032598647427
