trade_date,open,high,low,close,vol
20190723,2994.73999,3005.899902,2988.560059,3005.469971,3313660000
20190722,2981.929932,2990.709961,2976.649902,2985.030029,3003720000
20190719,3004.26001,3006.02002,2975.860107,2976.610107,3260360000
20190718,2978.8701170000004,2998.280029,2973.090088,2995.110107,3296580000
20190717,3005.100098,3005.26001,2984.25,2984.419922,3181600000
20190716,3012.1298829999996,3015.02002,3001.149902,3004.040039,3290650000
20190715,3017.800049,3017.800049,3008.77002,3014.300049,2874970000
20190712,3003.360107,3013.919922,3001.8701170000004,3013.77002,2974960000
20190711,2999.6201170000004,3002.330078,2988.800049,2999.909912,3154620000
20190710,2989.300049,3002.97998,2984.6201170000004,2993.070068,3154240000
20190709,2965.52002,2981.899902,2963.439941,2979.6298829999996,3028210000
20190708,2979.77002,2980.76001,2970.090088,2975.949951,2904550000
20190705,2984.25,2994.030029,2967.969971,2990.409912,2434210000
20190703,2978.080078,2995.840088,2977.959961,2995.820068,1963720000
20190702,2964.659912,2973.209961,2955.919922,2973.01001,3206840000
20190701,2971.409912,2977.929932,2952.219971,2964.330078,3513270000
20190628,2932.939941,2943.97998,2929.050049,2941.76001,5420700000
20190627,2919.659912,2929.300049,2918.570068,2924.919922,3122920000
20190626,2926.070068,2932.590088,2912.98999,2913.780029,3478130000
20190625,2945.780029,2946.52002,2916.01001,2917.3798829999996,3578050000
20190624,2951.419922,2954.919922,2944.050049,2945.350098,3136250000
20190621,2952.709961,2964.149902,2946.8701170000004,2950.459961,5000120000
20190620,2949.600098,2958.060059,2931.5,2954.179932,3905940000
20190619,2920.550049,2931.73999,2911.429932,2926.459961,3287890000
20190618,2906.709961,2930.790039,2905.439941,2917.75,3437620000
20190617,2889.75,2897.27002,2887.300049,2889.669922,2810140000
20190614,2886.820068,2894.449951,2879.6201170000004,2886.97998,2922330000
20190613,2886.23999,2895.23999,2881.98999,2891.639893,3069810000
20190612,2882.72998,2888.570068,2874.679932,2879.840088,3034130000
20190611,2903.27002,2910.610107,2878.530029,2885.719971,3548420000
20190610,2885.830078,2904.77002,2885.51001,2886.72998,3209210000
20190607,2852.8701170000004,2884.969971,2852.8701170000004,2873.340088,3220250000
20190606,2828.51001,2852.100098,2822.449951,2843.48999,3396410000
20190605,2818.090088,2827.280029,2800.919922,2826.149902,3548830000
20190604,2762.639893,2804.48999,2762.639893,2803.27002,3810430000
20190603,2751.530029,2763.070068,2728.810059,2744.449951,3943810000
20190531,2766.149902,2768.97998,2750.52002,2752.060059,3981020000
20190530,2786.939941,2799.0,2776.73999,2788.860107,3273790000
20190529,2790.25,2792.030029,2766.060059,2783.02002,3700050000
20190528,2830.030029,2840.51001,2801.580078,2802.389893,4121410000
20190524,2832.409912,2841.360107,2820.189941,2826.060059,2887390000
20190523,2836.699951,2836.699951,2805.48999,2822.23999,3891980000
20190522,2856.060059,2865.469971,2851.110107,2856.27002,3192510000
20190521,2854.02002,2868.8798829999996,2854.02002,2864.360107,3218700000
20190520,2841.939941,2853.860107,2831.290039,2840.22998,3288870000
20190517,2858.600098,2885.47998,2854.22998,2859.530029,3257950000
20190516,2855.800049,2892.149902,2855.800049,2876.320068,3338060000
20190515,2820.3798829999996,2858.679932,2815.080078,2850.959961,3125950000
20190514,2820.1201170000004,2852.540039,2820.1201170000004,2834.409912,3322720000
20190513,2840.189941,2840.189941,2801.429932,2811.8701170000004,3894030000
20190510,2863.100098,2891.310059,2825.389893,2881.399902,3529600000
20190509,2859.840088,2875.969971,2836.399902,2870.719971,3638820000
20190508,2879.610107,2897.959961,2873.280029,2879.419922,3485790000
20190507,2913.030029,2913.030029,2862.600098,2884.050049,3767100000
20190506,2908.889893,2937.320068,2898.209961,2932.469971,3181520000
20190503,2929.209961,2947.850098,2929.209961,2945.639893,3338120000
20190502,2922.159912,2931.679932,2900.5,2917.52002,3778890000
20190501,2952.330078,2954.1298829999996,2923.360107,2923.72998,3645850000
20190430,2937.139893,2948.219971,2924.110107,2945.830078,3919330000
20190429,2940.580078,2949.52002,2939.350098,2943.030029,3118780000
20190426,2925.810059,2939.8798829999996,2917.560059,2939.8798829999996,3248500000
20190425,2928.98999,2933.100098,2912.840088,2926.169922,3425280000
20190424,2934.0,2936.830078,2926.050049,2927.25,3448960000
20190423,2909.98999,2936.310059,2908.530029,2933.679932,3635030000
20190422,2898.780029,2909.51001,2896.350098,2907.969971,2997950000
20190418,2904.810059,2908.399902,2891.899902,2905.030029,3506850000
20190417,2916.040039,2918.0,2895.449951,2900.449951,3602300000
20190416,2912.26001,2916.060059,2900.709961,2907.060059,3402210000
20190415,2908.320068,2909.600098,2896.47998,2905.580078,3088330000
20190412,2900.860107,2910.540039,2898.3701170000004,2907.409912,3688490000
20190411,2891.919922,2893.419922,2881.98999,2888.320068,2938540000
20190410,2881.3701170000004,2889.709961,2879.1298829999996,2888.209961,3062380000
20190409,2886.580078,2886.8798829999996,2873.330078,2878.199951,3007980000
20190408,2888.459961,2895.949951,2880.780029,2895.77002,3054030000
20190405,2884.159912,2893.23999,2882.98999,2892.73999,3146820000
20190404,2873.98999,2881.280029,2867.139893,2879.389893,3015180000
20190403,2876.090088,2885.25,2865.169922,2873.399902,3550240000
20190402,2868.23999,2872.899902,2858.75,2867.23999,3246900000
20190401,2848.6298829999996,2869.399902,2848.6298829999996,2867.189941,3500760000
20190329,2828.27002,2836.030029,2819.22998,2834.399902,3740700000
20190328,2809.399902,2819.709961,2798.77002,2815.439941,3158170000
20190327,2819.719971,2825.560059,2787.719971,2805.3701170000004,3372930000
20190326,2812.659912,2829.8701170000004,2803.98999,2818.459961,3266050000
20190325,2796.01001,2809.790039,2785.02002,2798.360107,3376580000
20190322,2844.52002,2846.159912,2800.469971,2800.709961,4237200000
20190321,2819.719971,2860.310059,2817.3798829999996,2854.8798829999996,3546800000
20190320,2831.340088,2843.540039,2812.429932,2824.22998,3771200000
20190319,2840.76001,2852.419922,2823.27002,2832.570068,3620220000
20190318,2822.610107,2835.409912,2821.98999,2832.939941,3552190000
20190315,2810.790039,2830.72998,2810.790039,2822.47998,5962730000
20190314,2810.3798829999996,2815.0,2803.459961,2808.47998,3469730000
20190313,2799.780029,2821.23999,2799.780029,2810.919922,3766150000
20190312,2787.340088,2798.320068,2786.72998,2791.52002,3414230000
20190311,2747.610107,2784.0,2747.610107,2783.300049,3749030000
20190308,2730.790039,2744.1298829999996,2722.27002,2743.070068,3423130000
20190307,2766.530029,2767.25,2739.090088,2748.929932,3904860000
20190306,2790.27002,2790.27002,2768.689941,2771.449951,3786600000
20190305,2794.409912,2796.439941,2782.969971,2789.649902,3585690000
20190304,2814.3701170000004,2816.8798829999996,2767.659912,2792.810059,3919810000
20190301,2798.219971,2808.02002,2787.3798829999996,2803.689941,3972280000
20190228,2788.110107,2793.72998,2782.51001,2784.48999,4396930000
20190227,2787.5,2795.76001,2775.1298829999996,2792.3798829999996,3767130000
20190226,2792.360107,2803.1201170000004,2789.469971,2793.899902,3645680000
20190225,2804.350098,2813.48999,2794.98999,2796.110107,3804380000
20190222,2780.669922,2794.199951,2779.110107,2792.669922,3427810000
20190221,2780.23999,2781.580078,2764.550049,2774.8798829999996,3559710000
20190220,2779.050049,2789.8798829999996,2774.060059,2784.699951,3835450000
20190219,2769.280029,2787.330078,2767.290039,2779.76001,3533710000
20190215,2760.23999,2775.659912,2760.23999,2775.600098,3641370000
20190214,2743.5,2757.899902,2731.22998,2745.72998,3836700000
20190213,2750.300049,2761.850098,2748.6298829999996,2753.030029,3670770000
20190212,2722.610107,2748.189941,2722.610107,2744.72998,3827770000
20190211,2712.399902,2718.050049,2703.790039,2709.800049,3361970000
20190208,2692.360107,2708.070068,2681.830078,2707.8798829999996,3622330000
20190207,2717.530029,2719.320068,2687.26001,2706.050049,4099490000
20190206,2735.050049,2738.080078,2724.149902,2731.610107,3472690000
20190205,2728.340088,2738.97998,2724.030029,2737.699951,3560430000
20190204,2706.48999,2724.98999,2698.75,2724.8701170000004,3359840000
20190201,2702.320068,2716.659912,2696.8798829999996,2706.530029,3759270000
20190131,2685.48999,2708.949951,2678.649902,2704.100098,4917650000
20190130,2653.6201170000004,2690.439941,2648.340088,2681.050049,3867810000
20190129,2644.889893,2650.929932,2631.050049,2640.0,3504200000
20190128,2644.969971,2644.969971,2624.060059,2643.850098,3612810000
20190125,2657.439941,2672.3798829999996,2657.330078,2664.76001,3814080000
20190124,2638.840088,2647.199951,2627.01001,2642.330078,3433250000
20190123,2643.47998,2653.189941,2612.860107,2638.699951,3335610000
20190122,2657.8798829999996,2657.8798829999996,2617.27002,2632.899902,3908030000
20190118,2651.27002,2675.469971,2647.580078,2670.709961,3986730000
20190117,2609.280029,2645.060059,2606.360107,2635.959961,3772270000
20190116,2614.75,2625.76001,2612.679932,2616.100098,3863770000
20190115,2585.100098,2613.080078,2585.100098,2610.300049,3572330000
20190114,2580.310059,2589.320068,2570.409912,2582.610107,3664450000
20190111,2588.110107,2596.27002,2577.399902,2596.26001,3434490000
20190110,2573.51001,2597.820068,2562.02002,2596.639893,3704500000
20190109,2580.0,2595.320068,2568.889893,2584.959961,4052480000
20190108,2568.110107,2579.820068,2547.560059,2574.409912,4083030000
20190107,2535.610107,2566.159912,2524.560059,2549.689941,4104710000
20190104,2474.330078,2538.070068,2474.330078,2531.939941,4213410000
20190103,2491.919922,2493.139893,2443.959961,2447.889893,3822860000
20190102,2476.959961,2519.48999,2467.469971,2510.030029,3733160000
20181231,2498.939941,2509.23999,2482.820068,2506.850098,3442870000
20181228,2498.77002,2520.27002,2472.889893,2485.73999,3702620000
20181227,2442.5,2489.100098,2397.939941,2488.830078,4096610000
20181226,2363.1201170000004,2467.76001,2346.580078,2467.699951,4233990000
20181224,2400.560059,2410.340088,2351.100098,2351.100098,2613930000
20181221,2465.3798829999996,2504.409912,2408.550049,2416.6201170000004,7609010000
20181220,2496.77002,2509.6298829999996,2441.179932,2467.419922,5585780000
20181219,2547.050049,2585.290039,2488.959961,2506.959961,5127940000
20181218,2559.899902,2573.98999,2528.709961,2546.159912,4470880000
20181217,2590.75,2601.1298829999996,2530.540039,2545.939941,4616350000
20181214,2629.679932,2635.070068,2593.840088,2599.949951,4035020000
20181213,2658.699951,2670.189941,2637.27002,2650.540039,3927720000
20181212,2658.22998,2685.439941,2650.26001,2651.070068,3958890000
20181211,2664.439941,2674.350098,2621.300049,2636.780029,3905870000
20181210,2630.860107,2647.51001,2583.22998,2637.719971,4151030000
20181207,2691.26001,2708.540039,2623.139893,2633.080078,4216690000
20181206,2663.51001,2696.149902,2621.530029,2695.949951,5141470000
20181204,2782.429932,2785.929932,2697.179932,2700.060059,4499840000
20181203,2790.5,2800.179932,2773.3798829999996,2790.3701170000004,4186060000
20181130,2737.76001,2760.8798829999996,2732.76001,2760.169922,4658580000
20181129,2736.969971,2753.75,2722.939941,2737.800049,3560770000
20181128,2691.449951,2744.0,2684.3798829999996,2743.790039,3951670000
20181127,2663.75,2682.530029,2655.889893,2682.169922,3485220000
20181126,2649.969971,2674.350098,2649.969971,2673.449951,3443950000
20181123,2633.360107,2647.550049,2631.090088,2632.560059,1651650000
20181121,2657.73999,2670.72998,2649.820068,2649.929932,3233550000
20181120,2654.600098,2669.439941,2631.52002,2641.889893,4357900000
20181119,2730.73999,2733.159912,2681.090088,2690.72998,3772900000
20181116,2718.540039,2746.75,2712.159912,2736.27002,3975180000
20181115,2693.52002,2735.3798829999996,2670.75,2730.199951,4179140000
20181114,2737.899902,2746.800049,2685.75,2701.580078,4402370000
20181113,2730.050049,2754.600098,2714.97998,2722.179932,4091440000
20181112,2773.929932,2775.98999,2722.0,2726.219971,3670930000
20181109,2794.100098,2794.100098,2764.23999,2781.01001,4019090000
20181108,2806.3798829999996,2814.75,2794.98999,2806.830078,3630490000
20181107,2774.1298829999996,2815.149902,2774.1298829999996,2813.889893,3914750000
20181106,2738.399902,2756.820068,2737.080078,2755.449951,3510860000
20181105,2726.3701170000004,2744.27002,2717.939941,2738.310059,3623320000
20181102,2745.449951,2756.550049,2700.439941,2723.060059,4237930000
20181101,2717.580078,2741.669922,2708.850098,2740.3701170000004,4708420000
20181031,2705.600098,2736.689941,2705.600098,2711.73999,5112420000
20181030,2640.679932,2685.429932,2635.340088,2682.6298829999996,5106380000
20181029,2682.649902,2706.850098,2603.540039,2641.25,4673700000
20181026,2667.860107,2692.3798829999996,2628.159912,2658.689941,4803150000
20181025,2674.8798829999996,2722.699951,2667.840088,2705.570068,4634770000
20181024,2737.8701170000004,2742.590088,2651.889893,2656.100098,4709310000
20181023,2721.030029,2753.590088,2691.429932,2740.689941,4348580000
20181022,2773.939941,2778.939941,2749.219971,2755.8798829999996,3307140000
20181019,2775.659912,2797.77002,2760.27002,2767.780029,3566490000
20181018,2802.0,2806.040039,2755.179932,2768.780029,3616440000
20181017,2811.669922,2816.939941,2781.810059,2809.209961,3321710000
20181016,2767.050049,2813.459961,2766.909912,2809.919922,3428340000
20181015,2763.830078,2775.98999,2749.030029,2750.790039,3300140000
20181012,2770.540039,2775.77002,2729.439941,2767.1298829999996,3966040000
20181011,2776.8701170000004,2795.139893,2710.51001,2728.3701170000004,4890630000
20181010,2873.899902,2874.02002,2784.860107,2785.679932,4501250000
20181009,2882.51001,2894.830078,2874.27002,2880.340088,3520500000
20181008,2877.530029,2889.449951,2862.080078,2884.429932,3330320000
20181005,2902.540039,2909.639893,2869.290039,2885.570068,3328980000
20181004,2919.350098,2919.780029,2883.919922,2901.610107,3496860000
20181003,2931.689941,2939.860107,2921.360107,2925.51001,3598710000
20181002,2923.800049,2931.419922,2919.3701170000004,2923.429932,3401880000
20181001,2926.290039,2937.060059,2917.909912,2924.590088,3364190000
20180928,2910.030029,2920.530029,2907.5,2913.97998,3432300000
20180927,2911.649902,2927.219971,2909.27002,2914.0,3060850000
20180926,2916.97998,2931.149902,2903.280029,2905.969971,3388620000
20180925,2921.75,2923.949951,2913.699951,2915.560059,3285480000
20180924,2921.830078,2923.790039,2912.6298829999996,2919.3701170000004,3372210000
20180921,2936.76001,2940.909912,2927.110107,2929.669922,5607610000
20180920,2919.72998,2934.800049,2919.72998,2930.75,3337730000
20180919,2906.600098,2912.360107,2903.820068,2907.949951,3280020000
20180918,2890.73999,2911.169922,2890.429932,2904.310059,3074610000
20180917,2903.830078,2904.649902,2886.159912,2888.800049,2947760000
20180914,2906.3798829999996,2908.300049,2895.77002,2904.97998,3149800000
20180913,2896.850098,2906.76001,2896.389893,2904.179932,3254930000
20180912,2888.290039,2894.649902,2879.199951,2888.919922,3264930000
20180911,2871.570068,2892.52002,2866.780029,2887.889893,2899660000
20180910,2881.389893,2886.929932,2875.939941,2877.1298829999996,2731400000
20180907,2868.26001,2883.810059,2864.1201170000004,2871.679932,2946270000
20180906,2888.639893,2892.050049,2867.290039,2878.050049,3139590000
20180905,2891.590088,2894.209961,2876.919922,2888.600098,3241250000
20180904,2896.959961,2900.179932,2885.1298829999996,2896.719971,3077060000
20180831,2898.3701170000004,2906.320068,2891.72998,2901.52002,2880260000
20180830,2908.939941,2912.459961,2895.219971,2901.1298829999996,2802180000
20180829,2900.6201170000004,2916.5,2898.399902,2914.040039,2791860000
20180828,2901.449951,2903.77002,2893.5,2897.52002,2683190000
20180827,2884.689941,2898.25,2884.689941,2896.73999,2854080000
20180824,2862.350098,2876.159912,2862.350098,2874.689941,2596190000
20180823,2860.290039,2868.780029,2854.030029,2856.97998,2713910000
20180822,2860.98999,2867.540039,2856.050049,2861.820068,2689560000
20180821,2861.51001,2873.22998,2861.320068,2862.959961,3147140000
20180820,2853.929932,2859.76001,2850.6201170000004,2857.050049,2748020000
20180817,2838.320068,2855.6298829999996,2833.72998,2850.1298829999996,3024100000
20180816,2831.439941,2850.48999,2831.439941,2840.689941,3219880000
20180815,2827.949951,2827.949951,2802.48999,2818.3701170000004,3645070000
20180814,2827.8798829999996,2843.110107,2826.580078,2839.959961,2976970000
20180813,2835.459961,2843.399902,2819.8798829999996,2821.929932,3158450000
20180810,2838.899902,2842.199951,2825.810059,2833.280029,3256040000
20180809,2857.189941,2862.47998,2851.97998,2853.580078,3047050000
20180808,2856.790039,2862.439941,2853.090088,2857.699951,2972200000
20180807,2855.919922,2863.429932,2855.919922,2858.449951,3162770000
20180806,2840.290039,2853.290039,2835.97998,2850.399902,2874540000
20180803,2829.6201170000004,2840.3798829999996,2827.3701170000004,2840.350098,3030390000
20180802,2800.47998,2829.909912,2796.340088,2827.219971,3467380000
20180801,2821.169922,2825.830078,2805.850098,2813.360107,3496990000
20180731,2809.72998,2824.459961,2808.060059,2816.290039,3892100000
20180730,2819.0,2821.73999,2798.110107,2802.600098,3245770000
20180727,2842.350098,2843.169922,2808.340088,2818.820068,3415710000
20180726,2835.48999,2845.570068,2835.26001,2837.439941,3653330000
20180725,2817.72998,2848.030029,2817.72998,2846.070068,3553010000
20180724,2820.679932,2829.98999,2811.1201170000004,2820.399902,3417530000
20180723,2799.169922,2808.610107,2795.139893,2806.97998,2907430000
20180720,2804.550049,2809.699951,2800.01001,2801.830078,3230210000
20180719,2809.3701170000004,2812.050049,2799.77002,2804.48999,3266700000
20180718,2811.350098,2816.76001,2805.889893,2815.6201170000004,3089780000
20180717,2789.340088,2814.189941,2789.23999,2809.550049,3050730000
20180716,2797.360107,2801.189941,2793.389893,2798.429932,2812230000
20180713,2796.929932,2804.530029,2791.689941,2801.310059,2614000000
20180712,2783.139893,2799.219971,2781.530029,2798.290039,2821690000
20180711,2779.820068,2785.909912,2770.77002,2774.02002,2964740000
20180710,2788.560059,2795.580078,2786.23999,2793.840088,3063850000
20180709,2775.6201170000004,2784.649902,2770.72998,2784.169922,3050040000
20180706,2737.679932,2764.409912,2733.52002,2759.820068,2554780000
20180705,2724.189941,2737.830078,2716.02002,2736.610107,2953420000
20180703,2733.27002,2736.580078,2711.159912,2713.219971,1911470000
20180702,2704.949951,2727.26001,2698.949951,2726.709961,3073650000
20180629,2727.1298829999996,2743.26001,2718.030029,2718.3701170000004,3565620000
20180628,2698.689941,2724.340088,2691.98999,2716.310059,3428140000
20180627,2728.449951,2746.090088,2699.3798829999996,2699.6298829999996,3776090000
20180626,2722.1201170000004,2732.909912,2715.600098,2723.060059,3555090000
20180625,2742.939941,2742.939941,2698.669922,2717.070068,3655080000
20180622,2760.790039,2764.169922,2752.679932,2754.8798829999996,5450550000
20180621,2769.280029,2769.280029,2744.389893,2749.76001,3300060000
20180620,2769.72998,2774.860107,2763.909912,2767.320068,3327600000
20180619,2752.01001,2765.050049,2743.189941,2762.590088,3661470000
20180618,2765.790039,2774.98999,2757.1201170000004,2773.75,3287150000
20180615,2777.780029,2782.810059,2761.72998,2779.659912,5428790000
20180614,2783.209961,2789.060059,2776.52002,2782.48999,3526890000
20180613,2787.939941,2791.469971,2774.649902,2775.6298829999996,3779230000
20180612,2785.600098,2789.800049,2778.780029,2786.850098,3401010000
20180611,2780.179932,2790.209961,2780.169922,2782.0,3232330000
20180608,2765.840088,2779.389893,2763.590088,2779.030029,3123210000
20180607,2774.840088,2779.899902,2760.159912,2770.3701170000004,3711330000
20180606,2753.25,2772.389893,2748.459961,2772.350098,3651640000
20180605,2748.459961,2752.610107,2739.51001,2748.800049,3517790000
20180604,2741.669922,2749.159912,2740.540039,2746.8701170000004,3376510000
20180601,2718.699951,2736.929932,2718.699951,2734.6201170000004,3684130000
20180531,2720.97998,2722.5,2700.679932,2705.27002,4235370000
20180530,2702.429932,2729.340088,2702.429932,2724.01001,3561050000
20180529,2705.110107,2710.669922,2676.810059,2689.860107,3736890000
20180525,2723.600098,2727.360107,2714.98999,2721.330078,2995260000
20180524,2730.939941,2731.969971,2707.3798829999996,2727.76001,3256030000
20180523,2713.97998,2733.330078,2709.540039,2733.290039,3326290000
