Stock Quotes for ^GSPC,,,,Stock Quotes for ^IXIC,,,,Stock Quotes for ^DJI,,,,Stock Quotes for ^RUT,,,,Stock Quotes for ^VIX,,,,Stock Quotes for ^W5000,,
Date,Close,Volume,,Date,Close,Volume,,Date,Close,Volume,,Date,Close,Volume,,Date,Close,Volume,,Date,Close,Volume
2015/11/11,2075,3692410000,,2015/11/11,5067.02002,1672340000,,2015/11/11,17702.2207,95230000,,2015/11/11,1178.069946,36924100,,2015/11/11,16.059999,0,,2015/11/11,21586.67969,0
2015/11/10,2081.719971,3821440000,,2015/11/10,5083.240234,1906120000,,2015/11/10,17758.21094,108640000,,2015/11/10,1187.699951,38214400,,2015/11/10,15.29,0,,2015/11/10,21678.63086,0
2015/11/9,2078.580078,3882350000,,2015/11/9,5095.299805,1850770000,,2015/11/9,17730.48047,121210000,,2015/11/9,1184.430054,38823500,,2015/11/9,16.52,0,,2015/11/9,21645.03906,0
2015/11/6,2099.199951,4369020000,,2015/11/6,5147.120117,2066430000,,2015/11/6,17910.33008,107450000,,2015/11/6,1199.75,43690200,,2015/11/6,14.33,0,,2015/11/6,21865.24023,0
2015/11/5,2099.929932,4051890000,,2015/11/5,5127.740234,2054490000,,2015/11/5,17863.42969,98910000,,2015/11/5,1190.689941,40518900,,2015/11/5,15.05,0,,2015/11/5,21866.46094,0
2015/11/4,2102.310059,4078870000,,2015/11/4,5142.47998,2096110000,,2015/11/4,17867.58008,99890000,,2015/11/4,1190.380005,40788700,,2015/11/4,15.51,0,,2015/11/4,21885.96094,0
2015/11/3,2109.790039,4272060000,,2015/11/3,5145.129883,2028630000,,2015/11/3,17918.15039,92290000,,2015/11/3,1191.579956,42720600,,2015/11/3,14.54,0,,2015/11/3,21961.25977,0
2015/11/2,2104.050049,3760020000,,2015/11/2,5127.149902,1888180000,,2015/11/2,17828.75977,100840000,,2015/11/2,1186.089966,37600200,,2015/11/2,14.15,0,,2015/11/2,21897.78906,0
2015/10/30,2079.360107,4256200000,,2015/10/30,5053.75,2016390000,,2015/10/30,17663.53906,149250000,,2015/10/30,1161.859985,42562000,,2015/10/30,15.07,0,,2015/10/30,21648.50977,0
2015/10/29,2089.409912,4008940000,,2015/10/29,5074.27002,1928310000,,2015/10/29,17755.80078,90300000,,2015/10/29,1165.630005,40089400,,2015/10/29,14.61,0,,2015/10/29,21735.25977,0
2015/10/28,2090.350098,4698110000,,2015/10/28,5095.689941,2141130000,,2015/10/28,17779.51953,115630000,,2015/10/28,1178.719971,46981100,,2015/10/28,14.33,0,,2015/10/28,21771.94922,0
2015/10/27,2065.889893,4216880000,,2015/10/27,5030.149902,1986840000,,2015/10/27,17581.42969,113960000,,2015/10/27,1145.290039,42168800,,2015/10/27,15.43,0,,2015/10/27,21475.36914,0
2015/10/26,2071.179932,3385800000,,2015/10/26,5034.700195,1758690000,,2015/10/26,17623.05078,116660000,,2015/10/26,1159.5,33858000,,2015/10/26,15.29,0,,2015/10/26,21566.96094,0
2015/10/23,2075.149902,4108460000,,2015/10/23,5031.859863,2178270000,,2015/10/23,17646.69922,158090000,,2015/10/23,1166.060059,41084600,,2015/10/23,14.46,0,,2015/10/23,21614.06055,0
2015/10/22,2052.51001,4430850000,,2015/10/22,4920.049805,2156040000,,2015/10/22,17489.16016,152420000,,2015/10/22,1154.52002,44308500,,2015/10/22,14.45,0,,2015/10/22,21394.5293,0
2015/10/21,2018.939941,3627790000,,2015/10/21,4840.120117,1895390000,,2015/10/21,17168.60938,107100000,,2015/10/21,1144.949951,36277900,,2015/10/21,16.700001,0,,2015/10/21,21093.24023,0
2015/10/20,2030.77002,3331500000,,2015/10/20,4880.970215,1711700000,,2015/10/20,17217.10938,106670000,,2015/10/20,1163.27002,33315000,,2015/10/20,15.75,0,,2015/10/20,21256.21094,0
2015/10/19,2033.660034,3287320000,,2015/10/19,4905.470215,1619920000,,2015/10/19,17230.53906,118430000,,2015/10/19,1164.300049,32873200,,2015/10/19,14.98,0,,2015/10/19,21285.83008,0
2015/10/16,2033.109985,3595430000,,2015/10/16,4886.689941,1855290000,,2015/10/16,17215.9707,145880000,,2015/10/16,1162.310059,35954300,,2015/10/16,15.05,0,,2015/10/16,21280.38086,0
2015/10/15,2023.859985,3746290000,,2015/10/15,4870.100098,1942900000,,2015/10/15,17141.75,122960000,,2015/10/15,1162.77002,37062900,,2015/10/15,16.049999,0,,2015/10/15,21201.41992,0
2015/10/14,1994.23999,3644590000,,2015/10/14,4782.850098,1902460000,,2015/10/14,16924.75,120110000,,2015/10/14,1136.969971,36445900,,2015/10/14,18.030001,0,,2015/10/14,20880.09961,0
2015/10/13,2003.689941,3401920000,,2015/10/13,4796.609863,1565060000,,2015/10/13,17081.89063,99400000,,2015/10/13,1147.839966,34019200,,2015/10/13,17.67,0,,2015/10/13,21001.57031,0
2015/10/12,2017.459961,2893250000,,2015/10/12,4838.640137,1343820000,,2015/10/12,17131.85938,72500000,,2015/10/12,1164.400024,28932500,,2015/10/12,16.17,0,,2015/10/12,21165.16992,0
2015/10/9,2014.890015,3706900000,,2015/10/9,4830.470215,1804260000,,2015/10/9,17084.49023,103730000,,2015/10/9,1165.359985,37069000,,2015/10/9,17.08,0,,2015/10/9,21157.55078,0
2015/10/8,2013.430054,3939140000,,2015/10/8,4810.790039,1984230000,,2015/10/8,17050.75,100730000,,2015/10/8,1163.23999,39391400,,2015/10/8,17.42,0,,2015/10/8,21133.33984,0
2015/10/7,1995.829956,4666470000,,2015/10/7,4791.149902,2149890000,,2015/10/7,16912.28906,115690000,,2015/10/7,1152.599976,46664700,,2015/10/7,18.4,0,,2015/10/7,20954.71094,0
2015/10/6,1979.920044,4202400000,,2015/10/6,4748.359863,2085020000,,2015/10/6,16790.18945,120010000,,2015/10/6,1133.689941,42024000,,2015/10/6,19.4,0,,2015/10/6,20763.14063,0
2015/10/5,1987.050049,4334490000,,2015/10/5,4781.259766,2005320000,,2015/10/5,16776.42969,127660000,,2015/10/5,1141.640015,43344900,,2015/10/5,19.540001,0,,2015/10/5,20847.21094,0
2015/10/2,1951.359985,4378570000,,2015/10/2,4707.779785,2183320000,,2015/10/2,16472.36914,136870000,,2015/10/2,1114.119995,43785700,,2015/10/2,20.940001,0,,2015/10/2,20453.85938,0
2015/10/1,1923.819946,3983600000,,2015/10/1,4627.080078,2133990000,,2015/10/1,16272.00977,111420000,,2015/10/1,1097.550049,39836000,,2015/10/1,22.549999,0,,2015/10/1,20157.35938,0
2015/9/30,1920.030029,4525070000,,2015/9/30,4620.160156,2398350000,,2015/9/30,16284.7002,145740000,,2015/9/30,1100.689941,45250700,,2015/9/30,24.5,0,,2015/9/30,20119.2793,0
2015/9/29,1884.089966,4132390000,,2015/9/29,4517.319824,2293450000,,2015/9/29,16049.12988,121160000,,2015/9/29,1083.910034,41323900,,2015/9/29,26.83,0,,2015/9/29,19737.25,0
2015/9/28,1881.77002,4326660000,,2015/9/28,4543.970215,2387610000,,2015/9/28,16001.88965,139930000,,2015/9/28,1090.569946,43266600,,2015/9/28,27.629999,0,,2015/9/28,19760.17969,0
2015/9/25,1931.339966,3721870000,,2015/9/25,4686.5,2050530000,,2015/9/25,16314.66992,130790000,,2015/9/25,1122.790039,37218700,,2015/9/25,23.620001,0,,2015/9/25,20313.51953,0
2015/9/24,1932.23999,4091530000,,2015/9/24,4734.47998,1995820000,,2015/9/24,16201.32031,122220000,,2015/9/24,1137.540039,40915300,,2015/9/24,23.469999,0,,2015/9/24,20355.10938,0
2015/9/23,1938.76001,3190530000,,2015/9/23,4752.740234,1606330000,,2015/9/23,16279.88965,86030000,,2015/9/23,1140.050049,31905300,,2015/9/23,22.129999,0,,2015/9/23,20430.39063,0
2015/9/22,1942.73999,3808260000,,2015/9/22,4756.720215,2042880000,,2015/9/22,16330.46973,119010000,,2015/9/22,1143.030029,38082600,,2015/9/22,22.440001,0,,2015/9/22,20487.30078,0
2015/9/21,1966.969971,3269350000,,2015/9/21,4828.950195,2021530000,,2015/9/21,16510.18945,90730000,,2015/9/21,1161.089966,32593500,,2015/9/21,20.139999,0,,2015/9/21,20757.98047,0
2015/9/18,1958.030029,6021240000,,2015/9/18,4827.22998,3272150000,,2015/9/18,16384.58008,341690000,,2015/9/18,1163.349976,60002400,,2015/9/18,22.280001,0,,2015/9/18,20678.74023,0
2015/9/17,1990.199951,4183790000,,2015/9/17,4893.950195,1891510000,,2015/9/17,16674.74023,129600000,,2015/9/17,1180.689941,41837900,,2015/9/17,21.139999,0,,2015/9/17,21007.7207,0
2015/9/16,1995.310059,3630680000,,2015/9/16,4889.240234,1666380000,,2015/9/16,16739.94922,99620000,,2015/9/16,1175.199951,36306800,,2015/9/16,21.35,0,,2015/9/16,21033.25,0
2015/9/15,1978.089966,3239860000,,2015/9/15,4860.52002,1587460000,,2015/9/15,16599.84961,93050000,,2015/9/15,1166,32398600,,2015/9/15,22.540001,0,,2015/9/15,20851.74023,0
2015/9/14,1953.030029,3000200000,,2015/9/14,4805.759766,1467740000,,2015/9/14,16370.95996,92660000,,2015/9/14,1153.5,30002000,,2015/9/14,24.25,0,,2015/9/14,20606.19922,0
2015/9/11,1961.050049,3218590000,,2015/9/11,4822.339844,1686190000,,2015/9/11,16433.08984,104630000,,2015/9/11,1157.790039,32185900,,2015/9/11,23.200001,0,,2015/9/11,20691.66016,0
2015/9/10,1952.290039,3626320000,,2015/9/10,4796.25,1845770000,,2015/9/10,16330.40039,122690000,,2015/9/10,1153.030029,36263200,,2015/9/10,24.370001,0,,2015/9/10,20610.16016,0
2015/9/9,1942.040039,3652120000,,2015/9/9,4756.529785,1963750000,,2015/9/9,16253.57031,118790000,,2015/9/9,1148.22998,36521200,,2015/9/9,26.23,0,,2015/9/9,20516.78906,0
2015/9/8,1969.410034,3548650000,,2015/9/8,4811.930176,1765600000,,2015/9/8,16492.67969,123870000,,2015/9/8,1161.76001,35486500,,2015/9/8,24.9,0,,2015/9/8,20795.2793,0
2015/9/4,1921.219971,3167090000,,2015/9/4,4683.919922,1574720000,,2015/9/4,16102.37988,127270000,,2015/9/4,1136.170044,31670900,,2015/9/4,27.799999,0,,2015/9/4,20304.16016,0
2015/9/3,1951.130005,3520700000,,2015/9/3,4733.5,1803320000,,2015/9/3,16374.75977,109730000,,2015/9/3,1145.150024,35207000,,2015/9/3,25.610001,0,,2015/9/3,20590.63086,0
2015/9/2,1948.859985,3742620000,,2015/9/2,4749.97998,1929080000,,2015/9/2,16351.37988,133480000,,2015/9/2,1146.030029,37426200,,2015/9/2,26.09,0,,2015/9/2,20558.41016,0
2015/9/1,1913.849976,4371850000,,2015/9/1,4636.100098,2253750000,,2015/9/1,16058.34961,171390000,,2015/9/1,1128.050049,43718500,,2015/9/1,31.4,0,,2015/9/1,20206.06055,0
2015/8/31,1972.180054,3915100000,,2015/8/31,4776.509766,1839010000,,2015/8/31,16528.0293,141440000,,2015/8/31,1159.449951,39151000,,2015/8/31,28.43,0,,2015/8/31,20802.96094,0
2015/8/28,1988.869995,3949080000,,2015/8/28,4828.319824,1936540000,,2015/8/28,16643.00977,131790000,,2015/8/28,1162.910034,39490800,,2015/8/28,26.049999,0,,2015/8/28,20968.31055,0
2015/8/27,1987.660034,5006390000,,2015/8/27,4812.709961,2368880000,,2015/8/27,16654.76953,171980000,,2015/8/27,1153.609985,49763900,,2015/8/27,26.1,0,,2015/8/27,20921.5,0
2015/8/26,1940.51001,5338250000,,2015/8/26,4697.540039,2631660000,,2015/8/26,16285.50977,208420000,,2015/8/26,1132.189941,53382500,,2015/8/26,30.32,0,,2015/8/26,20427.86914,0
2015/8/25,1867.609985,5183560000,,2015/8/25,4506.490234,2612800000,,2015/8/25,15666.44043,213220000,,2015/8/25,1104.099976,51835600,,2015/8/25,36.02,0,,2015/8/25,19722.00977,0
2015/8/24,1893.209961,6612690000,,2015/8/24,4526.25,3508840000,,2015/8/24,15871.34961,293920000,,2015/8/24,1111.689941,66126900,,2015/8/24,40.740002,0,,2015/8/24,19956.48047,0
2015/8/21,1970.890015,5018240000,,2015/8/21,4706.040039,2768540000,,2015/8/21,16459.75,225170000,,2015/8/21,1156.790039,50182400,,2015/8/21,28.030001,0,,2015/8/21,20770.2793,0
2015/8/20,2035.72998,3922470000,,2015/8/20,4877.490234,2087000000,,2015/8/20,16990.68945,128530000,,2015/8/20,1172.52002,39224700,,2015/8/20,19.139999,0,,2015/8/20,21395.24023,0
2015/8/19,2079.610107,3512920000,,2015/8/19,5019.049805,1785420000,,2015/8/19,17348.73047,104720000,,2015/8/19,1202.97998,35129200,,2015/8/19,15.25,0,,2015/8/19,21874.91016,0
2015/8/18,2096.919922,2949990000,,2015/8/18,5059.350098,1501540000,,2015/8/18,17511.33984,79900000,,2015/8/18,1214.890015,29499900,,2015/8/18,13.79,0,,2015/8/18,22063.71094,0
2015/8/17,2102.439941,2867690000,,2015/8/17,5091.700195,1510790000,,2015/8/17,17545.17969,73380000,,2015/8/17,1225.089966,28676900,,2015/8/17,13.02,0,,2015/8/17,22141.65039,0
2015/8/14,2091.540039,2795590000,,2015/8/14,5048.240234,1487630000,,2015/8/14,17477.40039,82120000,,2015/8/14,1212.689941,27955900,,2015/8/14,12.83,0,,2015/8/14,22009.75977,0
2015/8/13,2083.389893,3221300000,,2015/8/13,5033.560059,1632340000,,2015/8/13,17408.25,88550000,,2015/8/13,1204.73999,32213000,,2015/8/13,13.49,0,,2015/8/13,21914.07031,0
2015/8/12,2086.050049,4269130000,,2015/8/12,5044.390137,2089460000,,2015/8/12,17402.50977,120400000,,2015/8/12,1208.97998,42691300,,2015/8/12,13.61,0,,2015/8/12,21946.15039,0
2015/8/11,2084.070068,3708880000,,2015/8/11,5036.790039,1912340000,,2015/8/11,17402.83984,103010000,,2015/8/11,1211.140015,37088800,,2015/8/11,13.71,0,,2015/8/11,21928.5,0
2015/8/10,2104.179932,3514460000,,2015/8/10,5101.799805,1784930000,,2015/8/10,17615.16992,92430000,,2015/8/10,1222.670044,35144600,,2015/8/10,12.23,0,,2015/8/10,22132.24023,0
2015/8/7,2077.570068,3602320000,,2015/8/7,5043.540039,2008360000,,2015/8/7,17373.38086,81800000,,2015/8/7,1206.900024,36023200,,2015/8/7,13.39,0,,2015/8/7,21852.58008,0
2015/8/6,2083.560059,4246570000,,2015/8/6,5056.439941,2290950000,,2015/8/6,17419.75,96170000,,2015/8/6,1215.849976,42465700,,2015/8/6,13.77,0,,2015/8/6,21923.30078,0
2015/8/5,2099.840088,3968680000,,2015/8/5,5139.939941,2041490000,,2015/8/5,17540.4707,102450000,,2015/8/5,1231.75,39686800,,2015/8/5,12.51,0,,2015/8/5,22116.82031,0
2015/8/4,2093.320068,3546710000,,2015/8/4,5105.549805,1819700000,,2015/8/4,17550.68945,99060000,,2015/8/4,1228.849976,35467100,,2015/8/4,13,0,,2015/8/4,22066.92969,0
2015/8/3,2098.040039,3476770000,,2015/8/3,5115.379883,1790080000,,2015/8/3,17598.19922,87880000,,2015/8/3,1231.790039,34767700,,2015/8/3,12.56,0,,2015/8/3,22106.88086,0
2015/7/31,2103.840088,3681340000,,2015/7/31,5128.279785,1926360000,,2015/7/31,17689.85938,106120000,,2015/7/31,1238.680054,36813400,,2015/7/31,12.12,0,,2015/7/31,22180.08008,0
2015/7/30,2108.629883,3579410000,,2015/7/30,5128.779785,1908480000,,2015/7/30,17745.98047,76650000,,2015/7/30,1232.069946,35794100,,2015/7/30,12.13,0,,2015/7/30,22205.85938,0
2015/7/29,2108.570068,4038900000,,2015/7/29,5111.72998,1890350000,,2015/7/29,17751.39063,93140000,,2015/7/29,1229.599976,40389000,,2015/7/29,12.5,0,,2015/7/29,22192.39063,0
2015/7/28,2093.25,4117740000,,2015/7/28,5089.209961,2025110000,,2015/7/28,17630.26953,103450000,,2015/7/28,1224.599976,41177400,,2015/7/28,13.44,0,,2015/7/28,22027.65039,0
2015/7/27,2067.639893,3836750000,,2015/7/27,5039.779785,1942520000,,2015/7/27,17440.58984,117860000,,2015/7/27,1214.609985,38367500,,2015/7/27,15.6,0,,2015/7/27,21761.66992,0
2015/7/24,2079.649902,3870040000,,2015/7/24,5088.629883,2004380000,,2015/7/24,17568.5293,103470000,,2015/7/24,1225.98999,38700400,,2015/7/24,13.74,0,,2015/7/24,21906.75,0
2015/7/23,2102.149902,3772810000,,2015/7/23,5146.410156,2003310000,,2015/7/23,17731.91992,88600000,,2015/7/23,1244.969971,37728100,,2015/7/23,12.64,0,,2015/7/23,22131.98047,0
2015/7/22,2114.149902,3694070000,,2015/7/22,5171.77002,2035730000,,2015/7/22,17851.03906,112370000,,2015/7/22,1258.349976,36940700,,2015/7/22,12.12,0,,2015/7/22,22265.7207,0
2015/7/21,2119.209961,3343690000,,2015/7/21,5208.120117,1774570000,,2015/7/21,17919.28906,100170000,,2015/7/21,1254.569946,33436900,,2015/7/21,12.22,0,,2015/7/21,22310.36914,0
2015/7/20,2128.280029,3245870000,,2015/7/20,5218.859863,1814180000,,2015/7/20,18100.41016,75060000,,2015/7/20,1260.219971,32458700,,2015/7/20,12.25,0,,2015/7/20,22413.10938,0
2015/7/17,2126.639893,3362750000,,2015/7/17,5210.140137,1854450000,,2015/7/17,18086.44922,106510000,,2015/7/17,1267.089966,33627500,,2015/7/17,11.95,0,,2015/7/17,22420.66016,0
2015/7/16,2124.290039,3227080000,,2015/7/16,5163.180176,1823530000,,2015/7/16,18120.25,85030000,,2015/7/16,1272.829956,32270800,,2015/7/16,12.11,0,,2015/7/16,22416.65039,0
2015/7/15,2107.399902,3261810000,,2015/7/15,5098.939941,1691350000,,2015/7/15,18050.16992,80460000,,2015/7/15,1264.52002,32618100,,2015/7/15,13.23,0,,2015/7/15,22252.58008,0
2015/7/14,2108.949951,3002120000,,2015/7/14,5104.890137,1682660000,,2015/7/14,18053.58008,76740000,,2015/7/14,1273.329956,30021200,,2015/7/14,13.37,0,,2015/7/14,22300.63086,0
2015/7/13,2099.600098,3096730000,,2015/7/13,5071.509766,1694140000,,2015/7/13,17977.67969,86380000,,2015/7/13,1265.349976,30967300,,2015/7/13,13.9,0,,2015/7/13,22194.61914,0
2015/7/10,2076.620117,3065070000,,2015/7/10,4997.700195,1590230000,,2015/7/10,17760.41016,85800000,,2015/7/10,1252.02002,30650700,,2015/7/10,16.83,0,,2015/7/10,21954.35938,0
2015/7/9,2051.310059,3446810000,,2015/7/9,4922.399902,1861600000,,2015/7/9,17548.61914,100520000,,2015/7/9,1234.150024,34468100,,2015/7/9,19.969999,0,,2015/7/9,21686.66016,0
2015/7/8,2046.680054,3608780000,,2015/7/8,4909.759766,1931520000,,2015/7/8,17515.41992,69830000,,2015/7/8,1228.959961,36087800,,2015/7/8,19.66,0,,2015/7/8,21628.93945,0
2015/7/7,2081.340088,4458660000,,2015/7/7,4997.459961,2132080000,,2015/7/7,17776.91016,105840000,,2015/7/7,1248.050049,44586600,,2015/7/7,16.09,0,,2015/7/7,21994.39063,0
2015/7/6,2068.76001,3486360000,,2015/7/6,4991.939941,1741500000,,2015/7/6,17683.58008,90130000,,2015/7/6,1246.959961,34863600,,2015/7/6,17.01,0,,2015/7/6,21869.98047,0
2015/7/2,2076.780029,2996540000,,2015/7/2,5009.209961,1490810000,,2015/7/2,17730.10938,83080000,,2015/7/2,1248.26001,29965400,,2015/7/2,16.790001,0,,2015/7/2,21950.58984,0
2015/7/1,2077.419922,3727260000,,2015/7/1,5013.120117,1814560000,,2015/7/1,17757.91016,87010000,,2015/7/1,1256.400024,37272600,,2015/7/1,16.09,0,,2015/7/1,21968.08984,0
2015/6/30,2063.110107,4078540000,,2015/6/30,4986.870117,2034430000,,2015/6/30,17619.50977,126460000,,2015/6/30,1253.949951,40785400,,2015/6/30,18.23,0,,2015/6/30,21841.75,0
2015/6/29,2057.639893,3678960000,,2015/6/29,4958.470215,2025580000,,2015/6/29,17596.34961,116340000,,2015/6/29,1246.75,36789600,,2015/6/29,18.85,0,,2015/6/29,21774.32031,0
2015/6/26,2101.48999,5025470000,,2015/6/26,5080.509766,3843810000,,2015/6/26,17946.67969,158120000,,2015/6/26,1279.800049,50254700,,2015/6/26,14.02,0,,2015/6/26,22245.41992,0
2015/6/25,2102.310059,3214610000,,2015/6/25,5112.189941,1614760000,,2015/6/25,17890.35938,78990000,,2015/6/25,1283.280029,32146100,,2015/6/25,14.01,0,,2015/6/25,22258.17969,0
2015/6/24,2108.580078,3102480000,,2015/6/24,5122.410156,1628800000,,2015/6/24,17966.07031,104980000,,2015/6/24,1283.920044,31024800,,2015/6/24,13.26,0,,2015/6/24,22324.82031,0
2015/6/23,2124.199951,3091190000,,2015/6/23,5160.089844,1613540000,,2015/6/23,18144.07031,75970000,,2015/6/23,1295.800049,30911900,,2015/6/23,12.11,0,,2015/6/23,22498.58008,0
2015/6/22,2122.850098,3030020000,,2015/6/22,5153.970215,1619970000,,2015/6/22,18119.7793,77780000,,2015/6/22,1292.390015,30300200,,2015/6/22,12.74,0,,2015/6/22,22473.25,0
2015/6/19,2109.98999,4449810000,,2015/6/19,5117,2468310000,,2015/6/19,18015.94922,258300000,,2015/6/19,1284.660034,44498100,,2015/6/19,13.96,0,,2015/6/19,22347.65039,0
2015/6/18,2121.23999,3520360000,,2015/6/18,5132.950195,1877920000,,2015/6/18,18115.83984,94460000,,2015/6/18,1284.680054,34990000,,2015/6/18,13.19,0,,2015/6/18,22453.40039,0
2015/6/17,2100.439941,3222240000,,2015/6/17,5064.879883,1712820000,,2015/6/17,17935.74023,92410000,,2015/6/17,1268.329956,32222400,,2015/6/17,14.5,0,,2015/6/17,22238.88086,0
2015/6/16,2096.290039,2919900000,,2015/6/16,5055.549805,1654820000,,2015/6/16,17904.48047,77510000,,2015/6/16,1269.530029,29199000,,2015/6/16,14.81,0,,2015/6/16,22200.17969,0
2015/6/15,2084.429932,3061570000,,2015/6/15,5029.970215,1790280000,,2015/6/15,17791.16992,91920000,,2015/6/15,1261.040039,30615700,,2015/6/15,15.39,0,,2015/6/15,22079.34961,0
2015/6/12,2094.110107,2719400000,,2015/6/12,5051.100098,1428900000,,2015/6/12,17898.83984,83760000,,2015/6/12,1265.02002,27194000,,2015/6/12,13.78,0,,2015/6/12,22173.66992,0
2015/6/11,2108.860107,3128600000,,2015/6/11,5082.509766,1623950000,,2015/6/11,18039.36914,89490000,,2015/6/11,1268.920044,31286000,,2015/6/11,12.85,0,,2015/6/11,22310.0293,0
2015/6/10,2105.199951,3414320000,,2015/6/10,5076.689941,1792980000,,2015/6/10,18000.40039,96980000,,2015/6/10,1266.930054,34143200,,2015/6/10,13.22,0,,2015/6/10,22267.24023,0
2015/6/9,2080.149902,3034580000,,2015/6/9,5013.870117,1754340000,,2015/6/9,17764.03906,90550000,,2015/6/9,1249.660034,30345800,,2015/6/9,14.47,0,,2015/6/9,22014.59961,0
2015/6/8,2079.280029,2917150000,,2015/6/8,5021.629883,1712210000,,2015/6/8,17766.55078,86300000,,2015/6/8,1253.699951,29171500,,2015/6/8,15.29,0,,2015/6/8,22018.08008,0
2015/6/5,2092.830078,3243690000,,2015/6/5,5068.459961,1842890000,,2015/6/5,17849.46094,89140000,,2015/6/5,1261.01001,32436900,,2015/6/5,14.21,0,,2015/6/5,22167.66016,0
2015/6/4,2095.840088,3200050000,,2015/6/4,5059.120117,1813960000,,2015/6/4,17905.58008,93470000,,2015/6/4,1251.290039,32000500,,2015/6/4,14.71,0,,2015/6/4,22161.75,0
2015/6/3,2114.070068,3099980000,,2015/6/3,5099.22998,1852680000,,2015/6/3,18076.26953,73120000,,2015/6/3,1264.579956,30999800,,2015/6/3,13.66,0,,2015/6/3,22357.41992,0
2015/6/2,2109.600098,3049350000,,2015/6/2,5076.52002,1729750000,,2015/6/2,18011.93945,77550000,,2015/6/2,1251.800049,30493500,,2015/6/2,14.24,0,,2015/6/2,22292.7207,0
2015/6/1,2111.72998,3011710000,,2015/6/1,5082.930176,1902120000,,2015/6/1,18040.36914,85640000,,2015/6/1,1249.619995,30117100,,2015/6/1,13.97,0,,2015/6/1,22300.33984,0
2015/5/29,2107.389893,3927390000,,2015/5/29,5070.029785,2024170000,,2015/5/29,18010.67969,139810000,,2015/5/29,1246.530029,39273900,,2015/5/29,13.84,0,,2015/5/29,22259.69922,0
2015/5/28,2120.790039,2980350000,,2015/5/28,5097.97998,1741420000,,2015/5/28,18126.11914,67510000,,2015/5/28,1253.099976,29803500,,2015/5/28,13.31,0,,2015/5/28,22391.28906,0
2015/5/27,2123.47998,3127960000,,2015/5/27,5106.589844,1809550000,,2015/5/27,18162.99023,96400000,,2015/5/27,1254.359985,31279600,,2015/5/27,13.27,0,,2015/5/27,22422.93945,0
2015/5/26,2104.199951,3342130000,,2015/5/26,5032.75,1731950000,,2015/5/26,18041.53906,109440000,,2015/5/26,1238.76001,33421300,,2015/5/26,14.06,0,,2015/5/26,22224.39063,0
2015/5/22,2126.060059,2571860000,,2015/5/22,5089.359863,1544920000,,2015/5/22,18232.01953,78890000,,2015/5/22,1252.219971,25718600,,2015/5/22,12.13,0,,2015/5/22,22449.83008,0
2015/5/21,2130.820068,3070460000,,2015/5/21,5090.790039,1683670000,,2015/5/21,18285.74023,84270000,,2015/5/21,1256.73999,30704600,,2015/5/21,12.11,0,,2015/5/21,22495.55078,0
2015/5/20,2125.850098,3025880000,,2015/5/20,5071.740234,1786830000,,2015/5/20,18285.40039,80190000,,2015/5/20,1257.73999,30258800,,2015/5/20,12.88,0,,2015/5/20,22451.18945,0
2015/5/19,2127.830078,3296030000,,2015/5/19,5070.029785,1750980000,,2015/5/19,18312.39063,87200000,,2015/5/19,1255.660034,32960300,,2015/5/19,12.85,0,,2015/5/19,22466.96094,0
