Date,US High Yied,US Investment Grade,Emerging Investment Grade,Emerging High Yield OAS,Emerging Investment Grade OAS,US High Yield OAS,US Investment Grade OAS,US 10 Year -2 Year Gov Spread
20180906,1987.11,175.73,452.3361,5.85,1.64,3.41,1.28,23.5995
20180905,1987.29,175.31,451.6935,5.91,1.64,3.39,1.29,24.6807
20180904,1989.14,175.32,451.6359,5.95,1.64,3.35,1.29,24.1147
20180903,1988.96,175.96,453.1353,5.84,1.63,3.38,1.28,23.627049999999997
20180831,1988.96,175.96,453.1353,5.83,1.63,3.38,1.28,23.1394
20180830,1989.3199,176.02,453.5092,5.77,1.61,3.35,1.26,20.1695
20180829,1989.98,175.85,453.4792,5.58,1.6,3.31,1.25,20.4478
20180828,1989.85,175.84,453.4909,5.52,1.59,3.31,1.25,21.0951
20180827,1989.36,176.21,453.4698,5.53,1.62,3.33,1.25,20.0569
20180824,1987.4301,176.37,453.3971,5.54,1.63,3.36,1.26,18.7496
20180823,1986.55,176.42,453.4913,5.53,1.63,3.38,1.26,20.5801
20180822,1986.14,176.36,453.5277,5.51,1.63,3.38,1.26,22.3539
20180821,1984.15,176.3,452.9496,5.55,1.63,3.39,1.24,23.0164
20180820,1982.34,176.54,452.88,5.61,1.65,3.44,1.24,23.1752
20180817,1980.33,175.9,451.9347,5.55,1.63,3.41,1.24,25.2503
20180816,1979.5,175.86,451.6839,5.52,1.63,3.42,1.24,24.5448
20180815,1977.83,175.83,451.4131,5.68,1.65,3.47,1.26,25.0058
20180814,1979.87,175.44,450.9742,5.63,1.63,3.39,1.25,25.7412
20180813,1979.41,175.52,450.3671,5.78,1.66,3.2,1.26,26.2156
20180810,1979.96,175.78,451.5588,5.41,1.63,3.37,1.26,26.4904
20180809,1982.45,175.29,451.4102,5.09,1.58,3.28,1.22,27.6467
20180808,1982.59,175.1,451.3996,4.96,1.55,3.25,1.2,28.8191
20180807,1982.41,175.25,451.6722,4.89,1.53,3.26,1.18,29.9206
20180806,1979.74,175.6,451.9143,4.87,1.55,3.33,1.19,29.0206
20180803,1977.59,175.31,451.6354,4.85,1.55,3.34,1.2,30.1521
20180802,1975.45,174.83,450.8963,4.85,1.54,3.33,1.21,32.0447
20180801,1974.99,174.66,451.0201,4.75,1.52,3.33,1.2,32.4762
20180731,1974.4,175.1,452.0767,4.71,1.51,3.36,1.2,28.6323
20180730,1972.41,174.8,452.2242,4.69,1.5,3.32,1.21,30.7432
20180727,1971.04,174.92,452.6351,4.68,1.5,3.38,1.21,28.0754
20180726,1970.1801,174.6,452.3793,4.69,1.5,3.38,1.22,29.0859
20180725,1968.01,174.76,452.2741,4.81,1.53,3.43,1.24,30.11
20180724,1967.4,174.52,451.601,4.85,1.54,3.43,1.25,31.1327
20180723,1965.77,173.97,451.032,4.84,1.55,3.45,1.28,32.1214
20180720,1964.7,174.62,451.7584,4.9,1.58,3.5,1.29,29.7894
20180719,1964.51,175.14,452.1755,4.97,1.6,3.53,1.3,24.5227
20180718,1964.45,174.82,452.1359,4.97,1.58,3.5,1.3,25.7867
20180717,1963.5601,174.91,452.1113,5.0,1.59,3.51,1.3,24.0552
20180716,1963.35,175.01,452.4866,4.99,1.58,3.5,1.3,25.9529
20180713,1963.0,175.27,452.5539,5.0,1.6,3.47,1.3,24.5043
20180712,1961.54,174.93,451.5472,5.03,1.61,3.48,1.3,25.5417
20180711,1959.22,174.83,451.231,5.09,1.62,3.54,1.32,26.7389
20180710,1960.52,174.54,451.0001,5.01,1.61,3.5,1.32,27.750999999999998
20180709,1957.67,174.5,450.7504,5.0,1.62,3.57,1.33,29.5353
20180706,1953.33,174.51,449.843,5.11,1.66,3.65,1.35,28.1137
20180705,1951.4,174.24,448.8349,5.14,1.68,3.66,1.36,27.6377
20180703,1950.4,174.0,448.1535,5.19,1.69,3.68,1.38,30.0799
20180702,1948.51,173.55,447.0802,5.21,1.7,3.67,1.39,31.8551
20180629,1953.09,173.66,447.3681,5.18,1.69,3.63,1.38,32.7856
20180628,1952.13,173.55,447.017,5.17,1.71,3.63,1.4,32.2361
20180627,1957.85,173.8,447.1852,5.1,1.72,3.56,1.39,31.9535
20180626,1959.95,173.17,446.4887,5.04,1.69,3.48,1.39,33.9509
20180625,1961.16,173.15,446.6,5.01,1.69,3.45,1.39,34.5291
20180622,1963.49,173.01,446.4553,4.92,1.67,3.39,1.38,34.9526
20180621,1963.37,173.1,445.7365,5.01,1.69,3.38,1.37,35.5643
20180620,1964.33,173.22,444.9385,5.03,1.69,3.34,1.33,36.9016
20180619,1962.6899,173.7,444.4536,5.17,1.72,3.38,1.33,34.9504
20180618,1964.29,173.6,444.7199,5.03,1.69,3.33,1.3,36.3467
20180615,1964.29,173.79,444.9897,4.89,1.68,3.32,1.29,37.1311
20180614,1963.87,173.64,444.5488,4.8,1.68,3.31,1.28,36.9623
20180613,1961.88,173.22,443.773,4.77,1.67,3.29,1.28,39.6771
20180612,1959.73,173.41,443.9977,4.75,1.68,3.35,1.28,42.0054
20180611,1957.89,173.34,444.3495,4.69,1.67,3.38,1.29,42.7286
20180608,1955.51,173.53,444.6176,4.69,1.68,3.47,1.29,44.428000000000004
20180607,1955.51,173.65,445.0056,4.67,1.66,3.44,1.28,42.8758
20180606,1953.0601,173.13,444.9276,4.63,1.64,3.44,1.28,45.153
20180605,1951.1801,173.76,445.9447,4.65,1.65,3.51,1.28,43.1931
20180604,1949.45,173.64,445.95099999999996,4.65,1.64,3.5,1.27,42.2186
20180601,1946.99,173.96,446.142,4.73,1.66,3.56,1.28,42.8588
20180531,1945.28,174.67,447.2839,4.71,1.67,3.62,1.29,42.7117
20180530,1943.79,174.44,447.4857,4.58,1.66,3.61,1.29,43.9475
20180529,1941.8,175.29,448.4923,4.61,1.68,3.72,1.28,45.7846
20180525,1945.72,173.88,446.5786,4.4,1.61,3.51,1.23,45.1475
20180524,1946.39,173.47,445.6344,4.38,1.59,3.45,1.22,46.4901
20180523,1945.9301,173.13,444.6302,4.4,1.6,3.44,1.22,45.9385
20180522,1947.4399,172.56,443.5298,4.37,1.59,3.36,1.21,48.9622
20180521,1946.66,172.56,442.7406,4.44,1.61,3.36,1.22,48.9836
20180518,1945.9301,172.49,442.7681,4.42,1.6,3.37,1.22,50.5062
20180517,1947.03,172.08,442.8181,4.32,1.57,3.32,1.22,54.2432
20180516,1947.38,172.3,443.5368,4.3,1.55,3.31,1.21,50.7142
20180515,1948.0,172.42,443.6971,4.37,1.55,3.32,1.21,49.5748
20180514,1951.05,173.46,445.64099999999996,4.34,1.57,3.32,1.2,45.2681
20180511,1949.67,173.53,445.5844,4.33,1.58,3.33,1.21,42.8437
20180510,1948.77,173.31,444.7175,4.38,1.6,3.36,1.24,42.7899
20180509,1947.05,172.82,442.6677,4.49,1.63,3.37,1.23,47.0089
20180508,1946.5699,173.01,443.3912,4.42,1.64,3.39,1.26,46.2488
20180507,1946.78,173.21,444.4715,4.31,1.62,3.41,1.25,44.8627
20180504,1944.24,173.21,444.3471,4.29,1.62,3.43,1.25,44.6692
20180503,1943.3,173.28,444.51,4.23,1.61,3.44,1.24,46.5572
20180502,1945.42,173.19,445.1723,4.12,1.58,3.39,1.22,47.6076
20180501,1943.78,173.12,445.9472,4.01,1.54,3.39,1.23,45.8105
20180430,1945.8199,173.74,446.8489,3.96,1.54,3.38,1.19,46.114
20180427,1945.51,173.57,446.5516,3.92,1.53,3.33,1.19,47.101000000000006
20180426,1944.52,173.15,446.1118,3.86,1.51,3.33,1.19,49.7167
20180425,1940.87,172.79,445.8346,3.83,1.5,3.36,1.19,53.6039
20180424,1945.8101,173.35,447.1899,3.79,1.48,3.3,1.17,52.2873
20180423,1950.1899,173.59,447.2154,3.79,1.49,3.23,1.18,49.4625
20180420,1953.16,173.75,447.9733,3.76,1.48,3.21,1.16,49.869
20180419,1954.62,174.21,448.95599999999996,3.76,1.47,3.23,1.17,47.8195
20180418,1961.4301,174.93,450.1158,3.76,1.47,3.14,1.15,44.138000000000005
20180417,1960.59,175.62,450.6075,3.81,1.5,3.19,1.14,43.0407
20180416,1957.46,175.38,450.4858,3.78,1.49,3.23,1.15,44.5231
20180413,1954.24,175.31,450.68300000000005,3.77,1.48,3.26,1.16,46.596000000000004
20180412,1951.02,175.26,450.7431,3.77,1.47,3.32,1.15,48.5744
20180411,1947.9399,175.63,451.0694,3.85,1.51,3.4,1.17,46.972
20180410,1946.45,175.51,450.7591,3.82,1.5,3.41,1.16,48.9901
20180409,1941.2,175.49,451.4054,3.81,1.49,3.5,1.18,49.858000000000004
20180406,1938.86,175.41,452.0828,3.77,1.47,3.54,1.18,50.3294
20180405,1938.05,174.72,451.2619,3.73,1.45,3.45,1.16,52.537
20180404,1932.41,174.94,451.2162,3.81,1.47,3.55,1.19,50.8258
20180403,1931.86,174.97,451.0912,3.82,1.48,3.56,1.19,49.5051
20180402,1931.5,175.48,451.298,3.88,1.52,3.6,1.2,47.9862
20180330,1933.24,175.37,451.2147,3.83,1.49,3.54,1.19,47.43235
20180329,1933.24,175.37,451.2147,3.83,1.49,3.54,1.19,46.8785
20180328,1932.16,174.82,450.4199,3.85,1.48,3.53,1.2,49.4497
20180327,1933.36,174.67,450.2268,3.84,1.48,3.53,1.2,50.7167
20180326,1931.3,174.01,449.0696,3.84,1.47,3.52,1.21,57.739
20180323,1931.08,174.05,449.119,3.86,1.48,3.53,1.21,55.5614
20180322,1933.39,174.16,449.8516,3.8,1.45,3.48,1.2,54.1658
20180321,1935.5699,173.68,449.2529,3.73,1.41,3.38,1.17,57.5434
20180320,1935.0699,174.03,449.3376,3.75,1.41,3.4,1.15,54.6941
20180319,1936.1899,174.52,450.1604,3.74,1.42,3.42,1.15,54.3873
20180316,1938.47,174.49,450.7208,3.68,1.35,3.39,1.14,54.9446
20180315,1938.41,174.61,450.8378,3.7,1.41,3.41,1.16,54.1312
20180314,1939.87,174.75,450.9726,3.69,1.41,3.43,1.15,55.4997
20180313,1941.9,174.46,450.6397,3.68,1.39,3.39,1.13,58.4612
20180312,1942.73,174.38,450.6908,3.65,1.38,3.37,1.12,60.2004
20180309,1942.16,174.21,450.2355,3.65,1.37,3.36,1.1,63.1719
20180308,1940.6,174.6,450.5887,3.69,1.37,3.39,1.09,60.3166
20180307,1940.01,174.42,450.3798,3.6,1.36,3.4,1.09,62.873000000000005
20180306,1941.98,174.62,451.0003,3.61,1.35,3.38,1.08,63.2354
20180305,1938.5601,174.39,450.7906,3.64,1.35,3.42,1.09,63.897
20180302,1935.45,174.47,450.5867,3.68,1.37,3.48,1.1,62.0446
20180301,1941.51,175.17,451.279,3.69,1.38,3.43,1.09,59.4084
20180228,1944.99,174.92,451.0501,3.59,1.34,3.36,1.04,60.6554
20180227,1944.5699,174.57,450.8226,3.54,1.31,3.34,1.03,63.1177
20180226,1945.09,175.06,451.1444,3.58,1.33,3.38,1.02,63.6432
20180223,1939.34,174.87,450.3675,3.5,1.35,3.44,1.03,62.3997
20180222,1939.6899,174.47,449.7857,3.5,1.33,3.41,1.01,67.0706
20180221,1942.84,174.23,449.6561,3.47,1.31,3.34,1.01,67.9928
20180220,1943.14,174.84,450.4345,3.49,1.32,3.37,1.01,66.6688
20180216,1940.65,175.04,450.5885,3.48,1.33,3.41,1.01,68.1322
20180215,1934.58,174.85,449.5075,3.54,1.34,3.46,1.01,72.1011
20180214,1927.05,174.32,448.5586,3.59,1.34,3.56,1.03,73.4447
20180213,1927.0699,174.94,450.0426,3.64,1.36,3.64,1.05,72.3349
20180212,1931.61,175.26,450.2581,3.6,1.35,3.57,1.01,77.9069
20180209,1925.1899,175.42,450.4368,3.8,1.36,3.69,1.02,77.3937
20180208,1938.75,175.76,452.4066,3.61,1.28,3.46,0.96,71.8575
20180207,1947.76,176.12,453.8904,3.51,1.25,3.34,0.94,71.0295
20180206,1943.08,176.78,454.4815,3.6,1.29,3.45,0.96,69.0556
20180205,1949.55,176.83,454.8411,3.53,1.26,3.36,0.93,67.7406
20180202,1953.83,176.38,454.7167,3.43,1.22,3.24,0.91,69.5786
20180201,1959.73,177.29,456.4963,3.41,1.21,3.19,0.92,62.4701
20180131,1961.66,177.81,457.2194,3.42,1.23,3.19,0.93,56.0426
20180130,1960.63,177.52,456.798,3.47,1.23,3.17,0.93,59.1526
20180129,1965.59,177.9,457.4241,3.42,1.23,3.12,0.93,57.3277
20180126,1967.27,178.11,458.0836,3.39,1.23,3.11,0.94,53.9634
20180125,1966.85,178.39,458.4434,3.43,1.25,3.15,0.96,52.8789
20180124,1966.36,177.72,457.6599,3.43,1.24,3.13,0.96,56.6369
20180123,1965.3101,177.98,458.1205,3.45,1.25,3.17,0.97,57.0674
20180122,1962.97,177.57,457.3337,3.43,1.24,3.16,0.97,58.5057
20180119,1961.88,177.79,457.6068,3.44,1.25,3.19,0.97,59.0351
20180118,1962.83,178.16,458.3521,3.41,1.25,3.2,0.97,57.8093
20180117,1964.52,178.59,458.7788,3.41,1.26,3.18,0.97,54.3164
20180116,1965.15,178.97,459.1297,3.43,1.27,3.21,0.96,51.8788
20180112,1963.48,178.77,458.5774,3.46,1.3,3.23,0.97,54.6302
20180111,1963.16,178.76,458.7806,3.47,1.3,3.24,0.97,55.6054
20180110,1961.75,178.38,458.5996,3.46,1.28,3.25,0.98,58.0332
20180109,1965.77,178.26,459.0557,3.44,1.27,3.18,0.99,58.0782
20180108,1965.99,178.84,459.8867,3.4,1.29,3.2,1.0,52.0
20180105,1964.27,178.77,459.731,3.43,1.29,3.22,1.01,51.2362
20180104,1961.97,178.95,459.6239,3.47,1.31,3.26,1.01,49.7013
20180103,1956.91,179.01,459.56699999999995,3.53,1.32,3.34,1.02,51.1764
20180102,1951.84,178.72,459.0767,3.57,1.32,3.39,1.02,54.0148
20171229,1949.97,179.53,459.6775,3.61,1.34,3.43,1.01,51.8428
20171228,1949.11,179.26,459.2335,3.6,1.33,3.42,1.01,51.9448
20171227,1948.11,179.38,459.4819,3.64,1.33,3.45,1.01,51.5624
20171226,1947.16,178.61,458.8171,3.62,1.31,3.42,1.01,57.233000000000004
20171222,1945.83,178.25,458.2172,3.61,1.31,3.42,1.02,58.8035
20171221,1945.6801,178.31,458.2869,3.62,1.31,3.43,1.02,60.0966
20171220,1945.01,177.9,458.0358,3.61,1.3,3.44,1.02,63.618
20171219,1945.61,178.33,458.6509,3.68,1.31,3.46,1.03,60.7804
20171218,1946.17,179.16,459.5121,3.75,1.34,3.5,1.03,56.2324
20171215,1945.78,179.61,459.6764,3.78,1.35,3.5,1.04,51.3033
20171214,1946.08,179.52,459.61300000000006,3.82,1.36,3.5,1.04,53.4231
20171213,1947.03,179.33,459.6276,3.83,1.35,3.5,1.04,56.3816
20171212,1947.37,178.64,458.5816,3.8,1.34,3.44,1.04,56.9913
20171211,1946.6,178.69,458.9106,3.81,1.33,3.47,1.05,56.5574
20171208,1945.14,178.63,458.9724,3.82,1.34,3.47,1.05,57.7463
20171207,1944.58,178.6,458.9229,3.78,1.34,3.47,1.05,55.6973
20171206,1945.4301,179.2,459.7492,3.77,1.34,3.48,1.05,52.8047
20171205,1946.79,178.97,459.648,3.78,1.32,3.43,1.05,52.8462
20171204,1946.47,178.57,459.1792,3.81,1.32,3.42,1.05,56.1988
20171201,1944.2,178.64,459.4665,3.84,1.33,3.49,1.07,58.3483
20171130,1944.09,177.9,458.5187,3.87,1.32,3.44,1.06,62.3671
20171129,1943.4,178.14,458.8522,3.85,1.34,3.49,1.07,62.2209
20171128,1942.62,178.59,459.4198,3.87,1.35,3.53,1.07,57.7674
20171127,1942.9301,178.59,459.1832,3.93,1.36,3.56,1.08,58.3056
20171124,1941.64,178.47,458.6042,3.97,1.36,3.54,1.08,59.1336
20171122,1940.51,178.61,458.7479,4.0,1.37,3.56,1.08,58.7905
20171121,1938.9399,178.11,457.7339,3.99,1.36,3.53,1.09,58.239
20171120,1936.36,177.75,457.26,4.01,1.37,3.58,1.11,61.195
20171117,1934.13,177.75,457.13599999999997,4.03,1.39,3.62,1.12,61.8011
20171116,1933.17,177.56,456.4859,4.07,1.4,3.63,1.12,66.3089
20171115,1923.5601,177.69,456.3971,4.16,1.42,3.79,1.14,63.4733
20171114,1929.14,177.34,456.1361,4.15,1.39,3.68,1.12,68.047
20171113,1933.62,177.2,455.648,4.14,1.39,3.6,1.11,72.2663
20171110,1933.9,177.15,455.5552,4.14,1.4,3.6,1.11,74.0195
20171109,1934.25,178.06,457.0594,4.16,1.4,3.63,1.11,70.2255
20171108,1941.64,178.38,457.4887,4.13,1.39,3.5,1.1,68.5066
20171107,1947.15,178.61,458.1543,4.12,1.39,3.44,1.09,68.1553
20171106,1948.92,178.61,458.4971,4.04,1.37,3.41,1.07,69.1575
20171103,1948.84,178.44,458.1972,3.97,1.36,3.39,1.06,71.5995
20171102,1948.85,178.43,458.0327,3.88,1.35,3.39,1.05,73.3022
20171101,1949.8,178.2,457.7414,3.87,1.33,3.37,1.04,75.4245
20171031,1949.0699,178.16,457.73400000000004,3.86,1.33,3.38,1.03,77.5592
20171030,1948.73,178.29,457.7312,3.86,1.34,3.37,1.02,79.0768
20171027,1948.0699,177.59,456.5793,3.88,1.33,3.34,1.02,81.4937
20171026,1949.15,177.28,456.1439,3.88,1.32,3.29,1.01,84.1959
20171025,1949.12,177.3,456.2792,3.86,1.32,3.3,1.02,83.2783
20171024,1952.49,177.72,457.0277,3.86,1.32,3.26,1.02,83.3821
20171023,1952.26,177.95,457.6022,3.86,1.32,3.28,1.02,79.8116
20171020,1950.5,177.7,457.30699999999996,3.84,1.33,3.3,1.03,80.4046
20171019,1949.21,178.21,458.0266,3.85,1.35,3.39,1.05,78.3317
20171018,1948.8199,177.95,457.6211,3.82,1.34,3.37,1.05,77.9489
20171017,1947.35,178.38,457.9448,3.86,1.36,3.41,1.06,74.9445
20171016,1945.9399,178.23,457.5509,3.9,1.37,3.42,1.06,76.1418
20171013,1944.5,178.46,457.8079,3.92,1.38,3.48,1.06,77.6086
20171012,1944.8,177.93,457.3875,3.92,1.36,3.44,1.06,80.0944
20171011,1945.71,177.77,456.8676,3.93,1.36,3.41,1.05,82.5521
20171010,1945.35,177.78,456.7933,3.95,1.37,3.42,1.05,84.4343
20171006,1943.95,177.4,456.2965,3.94,1.36,3.41,1.05,85.0791
20171005,1944.1801,177.55,456.8678,3.93,1.36,3.41,1.06,85.6699
20171004,1943.03,177.72,457.0651,3.95,1.36,3.43,1.06,84.6019
20171003,1942.0601,177.73,457.066,3.97,1.37,3.45,1.06,84.792
20171002,1941.48,177.51,456.7885,3.98,1.37,3.45,1.08,85.3923
20170929,1940.87,177.45,456.8078,3.99,1.38,3.47,1.08,84.4893
20170928,1939.45,177.27,456.4878,4.0,1.39,3.5,1.1,85.3789
20170927,1938.11,177.05,456.2147,4.02,1.39,3.5,1.12,83.5594
20170926,1938.37,177.83,457.7931,4.04,1.4,3.54,1.13,79.5938
20170925,1936.99,177.87,457.9292,4.06,1.41,3.57,1.14,79.2692
20170922,1935.11,177.33,457.1344,4.0,1.4,3.56,1.14,81.4762
20170921,1935.3,177.17,456.6053,4.02,1.4,3.52,1.14,83.3901
20170920,1935.59,177.08,456.8716,4.0,1.39,3.52,1.14,82.5296
20170919,1934.3,177.27,457.4912,4.0,1.4,3.58,1.15,84.1456
20170918,1932.97,177.21,457.8164,3.97,1.39,3.59,1.16,82.9862
20170915,1931.14,177.36,458.0543,4.0,1.41,3.64,1.18,81.7925
20170914,1931.03,177.25,458.0276,4.03,1.41,3.64,1.19,81.9226
20170913,1929.84,177.07,458.1375,4.04,1.41,3.67,1.2,83.7104
20170912,1929.23,177.19,458.3129,4.07,1.42,3.69,1.21,82.8362
20170911,1928.36,177.51,458.8514,4.09,1.43,3.74,1.22,80.7962
20170908,1926.92,178.16,459.5711,4.13,1.46,3.81,1.23,78.4623
20170907,1928.14,178.3,459.3581,4.14,1.47,3.78,1.22,77.2731
20170906,1927.58,177.79,458.3314,4.15,1.46,3.74,1.21,79.8539
20170905,1925.88,178.32,458.79400000000004,4.18,1.47,3.8,1.2,76.5589
20170901,1924.77,177.35,457.131,4.14,1.45,3.73,1.19,81.9725
20170831,1923.6,177.76,457.5588,4.18,1.46,3.78,1.19,78.7474
20170830,1920.67,177.45,456.6839,4.2,1.47,3.81,1.19,80.1519
20170829,1919.1,177.47,456.3114,4.24,1.49,3.84,1.2,80.7762
20170828,1918.9399,177.39,456.1384,4.22,1.47,3.82,1.19,82.774
20170825,1917.25,177.24,455.79,4.2,1.47,3.83,1.19,82.8168
20170824,1915.38,176.98,455.1707,4.2,1.47,3.84,1.19,86.0106
20170823,1913.77,177.21,455.0846,4.25,1.49,3.88,1.19,85.6738
20170822,1913.01,176.73,454.3772,4.22,1.48,3.86,1.19,88.7444
20170821,1911.98,177.03,454.5974,4.26,1.5,3.9,1.2,87.637
20170818,1911.05,176.85,454.2243,4.26,1.49,3.89,1.19,88.4426
20170817,1913.15,176.89,454.1034,4.26,1.49,3.85,1.18,88.3599
20170816,1915.03,176.61,453.806,4.24,1.48,3.79,1.18,89.1766
20170815,1913.72,176.08,452.955,4.24,1.48,3.78,1.18,92.0248
20170814,1913.9399,176.44,453.1724,4.29,1.51,3.81,1.2,89.6255
20170811,1910.62,176.48,452.9231,4.37,1.53,3.87,1.22,89.0763
20170810,1912.38,176.53,453.1288,4.32,1.5,3.8,1.19,86.6936
20170809,1917.83,176.43,453.3393,4.27,1.48,3.68,1.17,90.4898
20170808,1924.15,176.24,453.1448,4.2,1.45,3.54,1.14,90.7068
20170807,1925.55,176.7,453.2697,4.22,1.46,3.53,1.13,89.816
20170804,1925.13,176.64,453.0034,4.23,1.46,3.52,1.12,90.7059
20170803,1925.23,177.17,453.7579,4.24,1.46,3.53,1.11,87.8167
20170802,1926.09,176.86,453.20300000000003,4.28,1.45,3.49,1.1,90.7965
20170801,1925.74,176.93,453.2615,4.31,1.46,3.49,1.09,90.6108
20170731,1924.35,176.39,452.2908,4.32,1.45,3.52,1.09,93.9095
20170728,1924.21,176.43,452.2268,4.33,1.45,3.49,1.09,93.7704
20170727,1923.75,176.08,451.8302,4.3,1.45,3.48,1.08,94.5067
20170726,1923.73,176.34,451.7111,4.31,1.47,3.5,1.09,92.8068
20170725,1922.08,175.85,450.5316,4.32,1.46,3.47,1.09,94.1386
20170724,1921.11,176.66,451.7122,4.36,1.49,3.52,1.1,89.4376
20170721,1920.1,176.9,452.0148,4.34,1.5,3.56,1.1,89.32700000000001
20170720,1919.91,176.48,451.31800000000004,4.34,1.49,3.54,1.1,90.2731
20170719,1917.67,176.36,450.7809,4.33,1.5,3.56,1.1,90.9457
20170718,1914.83,176.3,450.2777,4.35,1.51,3.6,1.11,90.7155
20170717,1912.92,175.74,449.4175,4.32,1.51,3.6,1.11,95.4245
20170714,1908.79,175.46,448.8743,4.33,1.51,3.65,1.11,97.2232
20170713,1905.48,175.15,448.3527,4.34,1.51,3.67,1.12,97.7082
20170712,1904.15,175.35,448.55800000000005,4.38,1.52,3.7,1.12,97.0755
20170711,1900.21,174.87,447.2652,4.42,1.51,3.72,1.12,98.1348
20170710,1899.51,174.76,447.0274,4.42,1.52,3.71,1.12,98.5956
20170707,1898.78,174.43,446.0795,4.45,1.52,3.7,1.13,98.2524
20170706,1902.53,174.64,446.6933,4.44,1.52,3.64,1.14,96.7484
20170705,1904.55,174.97,447.6898,4.39,1.51,3.61,1.15,91.6899
20170703,1904.21,174.76,447.7736,4.33,1.5,3.6,1.15,93.5794
20170630,1903.27,175.1,448.1399,4.34,1.52,3.64,1.15,91.8023
20170629,1902.65,175.35,448.7403,4.36,1.52,3.68,1.16,89.3412
20170628,1902.5601,175.7,449.6162,4.39,1.53,3.69,1.17,87.0603
20170627,1901.97,175.87,449.9975,4.39,1.52,3.69,1.17,83.1902
20170626,1900.35,176.41,450.5568,4.42,1.55,3.75,1.18,80.0556
20170623,1897.9,176.17,450.0717,4.44,1.55,3.78,1.19,79.7716
20170622,1897.12,176.02,449.6077,4.44,1.56,3.78,1.19,80.3499
20170621,1897.91,176.0,449.6884,4.42,1.55,3.75,1.19,81.117
20170620,1902.36,175.96,450.0979,4.37,1.53,3.68,1.19,80.8482
20170619,1906.05,175.47,450.1613,4.27,1.5,3.6,1.19,82.7808
20170616,1904.9399,175.63,450.4729,4.28,1.52,3.65,1.19,83.3933
20170615,1905.4301,175.54,450.3747,4.27,1.51,3.62,1.19,80.8246
20170614,1907.25,175.74,450.7794,4.25,1.52,3.61,1.19,79.0505
20170613,1906.53,174.79,449.5383,4.23,1.5,3.59,1.19,84.3575
20170612,1904.48,174.66,449.3153,4.23,1.51,3.62,1.2,85.5369
20170609,1903.08,174.77,449.3111,4.21,1.52,3.65,1.2,86.1789
20170608,1902.5,174.77,449.2658,4.16,1.52,3.67,1.2,86.6163
20170607,1904.09,174.95,449.7215,4.19,1.52,3.64,1.2,85.8671
20170606,1905.55,175.27,449.7623,4.2,1.54,3.62,1.2,84.7062
20170605,1905.53,174.88,449.0027,4.19,1.53,3.6,1.2,87.5648
20170602,1904.72,175.11,448.9009,4.22,1.54,3.62,1.21,86.7174
20170601,1902.74,174.43,447.9348,4.2,1.53,3.6,1.2,91.7677
20170531,1900.7,174.57,447.9372,4.22,1.54,3.63,1.2,91.7014
20170530,1900.62,174.35,447.7827,4.21,1.53,3.63,1.2,92.40700000000001
20170526,1898.84,173.91,447.168,4.21,1.52,3.61,1.2,94.8849
20170525,1898.84,173.86,447.1903,4.22,1.51,3.6,1.2,95.7724
20170524,1897.3,173.71,446.7817,4.22,1.51,3.61,1.19,96.443
20170523,1896.35,173.56,446.3213,4.25,1.51,3.6,1.19,97.26100000000001
20170522,1895.47,173.9,446.5105,4.28,1.53,3.64,1.19,96.6967
20170519,1892.8,173.88,446.337,4.28,1.54,3.67,1.2,96.0127
20170518,1889.05,173.9,445.7996,4.34,1.56,3.76,1.2,95.7141
20170517,1890.28,174.22,446.8211,4.17,1.54,3.75,1.18,97.4353
20170516,1892.29,173.07,445.7274,4.07,1.49,3.63,1.17,102.2954
20170515,1890.8199,172.91,445.3768,4.06,1.49,3.64,1.17,104.0617
20170512,1888.03,172.83,445.0569,4.11,1.5,3.69,1.19,103.1228
20170511,1887.46,172.1,443.9586,4.08,1.48,3.63,1.19,104.8615
20170510,1886.16,171.94,443.5301,4.08,1.48,3.63,1.19,105.5311
20170509,1884.54,171.82,443.3697,4.11,1.49,3.64,1.2,105.3159
20170508,1883.26,172.0,443.7232,4.12,1.5,3.68,1.22,105.2415
20170505,1882.41,172.18,443.7063,4.15,1.52,3.71,1.22,103.4557
20170504,1883.3,172.08,443.8034,4.12,1.51,3.69,1.22,104.4147
20170503,1887.37,172.53,444.6711,4.11,1.52,3.66,1.23,101.8318
20170502,1886.89,172.53,444.43,4.14,1.54,3.69,1.23,101.83200000000001
20170501,1885.15,172.13,443.7186,4.14,1.54,3.69,1.23,104.0112
20170428,1884.3199,172.59,444.2491,4.15,1.55,3.71,1.24,101.4353
20170427,1881.84,172.38,443.6295,4.16,1.56,3.75,1.24,103.2695
20170426,1881.45,172.19,443.3972,4.17,1.55,3.72,1.25,102.7837
20170425,1878.95,171.94,443.3174,4.17,1.55,3.75,1.25,105.76899999999999
20170424,1876.08,172.44,443.9812,4.23,1.57,3.84,1.26,103.9587
20170421,1871.95,172.75,444.0745,4.3,1.59,3.92,1.27,105.9881
20170420,1870.96,172.61,443.6096,4.31,1.6,3.92,1.28,104.333
20170419,1870.35,173.07,444.0757,4.36,1.62,3.96,1.27,103.1844
20170418,1868.65,173.28,443.9527,4.38,1.63,4.0,1.28,100.3741
20170417,1869.87,172.53,443.1321,4.35,1.6,3.92,1.27,104.463
20170413,1869.5,172.73,443.2001,4.36,1.61,3.93,1.27,102.6277
