Date,LF98TRUU Index  (R4),I17660US Index  (R2),BEHGTRUU Index  (L2),BEBGTRUU Index  (L3),BEBGOAS Index  (L1),BEHGOAS Index  (R1),LF98OAS Index  (L1),BLQCOAS Index  (R1),USYC2Y10 Index  (R3)
,US High Yied,US Investment Grade,Emerging Investment Grade,Emerging High Yield,Emerging High Yield OAS,Emerging Investment Grade OAS,US High Yield OAS,US Investment Grade OAS,US 10 Year -2 Year Gov Spread
2/4/2020,2188.97,204.39,526.844,1409.382,6.39,1.36,3.72,1.1,18.4134
2/3/2020,2184.9099,205.32,528.2544,1405.61,6.55,1.4,3.83,1.13,16.8204
1/31/2020,2183.3501,205.17,528.2468,1404.689,6.53,1.4,3.9,1.13,18.7634
1/30/2020,2183.6799,204.89,527.2715,1403.536,6.48,1.39,3.82,1.11,16.8845
1/29/2020,2187.2,204.86,526.5925,1406.906,6.38,1.38,3.71,1.09,16.5184
1/28/2020,2185.49,204.13,525.3831,1404.801,6.33,1.36,3.71,1.09,18.9725
1/27/2020,2177.74,204.46,525.1157,1400.826,6.39,1.39,3.85,1.1,16.3051
1/24/2020,2188.95,204.1,524.37,1406.87,6.22,1.34,3.56,1.04,18.5442
1/23/2020,2193.21,203.44,523.5853,1408.391,6.14,1.32,3.4,1.04,21.672
1/22/2020,2197.1599,203.22,523.2965,1410.207,6.07,1.29,3.32,1.02,23.875
1/21/2020,2198.0801,202.97,522.9241,1409.703,6.05,1.3,3.2,1.02,23.9739
1/17/2020,2198.28,201.96,521.7468,11/10/1903,5.94,1.27,3.2,1.02,26.0172
1/16/2020,2198.26,201.99,522.0543,11/10/1903,5.97,1.28,3.19,1.05,23.9621
1/15/2020,2196.97,202.06,521.7747,11/7/1903,6.02,1.3,3.22,1.06,22.7295
1/14/2020,2195.73,201.62,520.898,11/4/1903,6.03,1.3,3.22,1.06,23.682
1/13/2020,2194.4299,201.31,520.3371,11/4/1903,5.89,1.29,3.15,1.05,25.752
1/10/2020,2192.25,201.58,520.3408,11/3/1903,6.02,1.3,3.27,1.05,24.7396
1/9/2020,2190.6899,200.83,519.7781,11/1/1903,5.97,1.3,3.31,1.06,27.2005
1/8/2020,2189.8899,200.22,519.4893,10/28/1903,6.03,1.29,3.29,1.07,28.5419
1/7/2020,2189.74,200.86,519.8331,10/27/1903,6.11,1.32,3.32,1.08,27.3325
1/6/2020,2188.45,201.22,519.6487,10/24/1903,6.16,1.34,3.29,1.07,26.2463
1/3/2020,2187.1499,201.81,519.8104,10/25/1903,6.15,1.35,3.35,1.05,25.7481
1/2/2020,2185.3301,200.83,518.5089,10/27/1903,6.04,1.31,3.31,1.03,30.6124
12/31/2019,2182.77,200.47,518.2479,10/23/1903,6.1,1.29,3.36,1.01,34.4416
12/30/2019,2182.4299,200.73,518.44,10/23/1903,6.11,1.31,3.3,1.02,30.7538
12/27/2019,2182.6299,200.96,518.5014,10/23/1903,6,1.31,3.3,1.02,29.0069
12/26/2019,2181.45,200.39,517.7055,10/20/1903,6.01,1.3,3.24,1.03,25.9439
12/24/2019,2180.3999,200.32,517.9283,10/19/1903,6.04,1.29,3.26,1.03,27.4631
12/23/2019,2180.3601,199.91,517.3531,10/17/1903,6.07,1.28,3.17,1.03,27.3012
12/20/2019,2178.6101,200.12,517.3977,10/15/1903,6.1,1.29,3.24,1.03,28.5606
12/19/2019,2177.8899,200.15,517.4388,10/13/1903,6.14,1.29,3.26,1.03,28.9518
12/18/2019,2177.1399,199.8,517.5536,10/13/1903,6.13,1.28,3.22,1.04,28.4095
12/17/2019,2172.6001,200.05,517.6997,10/9/1903,6.22,1.3,3.26,1.05,25.3614
12/16/2019,2167.95,199.94,517.0582,10/2/1903,6.31,1.31,3.26,1.06,23.8893
12/13/2019,2163.8101,200.61,517.373,9/30/1903,6.38,1.35,3.38,1.07,21.2747
12/12/2019,2159.26,199.25,515.8888,9/26/1903,6.38,1.32,3.39,1.08,22.9928
12/11/2019,2154.6699,200.53,516.7499,9/21/1903,6.54,1.38,3.53,1.11,17.1944
12/10/2019,2152.3701,199.93,515.7064,9/18/1903,6.53,1.37,3.51,1.1,18.7892
12/9/2019,2149.74,199.87,515.3267,9/17/1903,6.54,1.38,3.5,1.11,20.1946
12/6/2019,2147.5701,199.49,514.5698,9/12/1903,6.58,1.39,3.6,1.11,21.7401
12/5/2019,2143.1599,199.78,514.9238,9/10/1903,6.64,1.41,3.72,1.13,21.3949
12/4/2019,2140.9099,199.77,514.7475,9/8/1903,6.66,1.43,3.78,1.15,19.5883
12/3/2019,2136.6001,200.53,515.3199,9/5/1903,6.76,1.47,3.91,1.17,17.3653
12/2/2019,2138.1699,198.86,513.6024,9/7/1903,6.6,1.41,3.75,1.16,21.2907
11/29/2019,2139.99,199.83,515.0875,9/10/1903,6.68,1.42,3.7,1.15,15.9884
11/27/2019,2139.3501,199.85,514.8139,9/11/1903,6.63,1.43,3.73,1.15,13.7546
11/26/2019,2137.1201,200.05,515.1527,9/12/1903,6.65,1.45,3.81,1.16,15.5532
11/25/2019,2134.24,199.5,514.4863,9/10/1903,6.65,1.43,3.76,1.17,13.7589
11/22/2019,2130.95,199.07,513.9549,9/9/1903,6.64,1.44,3.91,1.18,14.0805
11/21/2019,2129.48,198.89,513.6692,9/7/1903,6.66,1.44,3.96,1.2,16.3603
11/20/2019,2130.3401,199.4,513.6738,9/7/1903,6.69,1.47,3.97,1.19,16.5054
11/19/2019,2132.75,198.96,512.7212,9/7/1903,6.63,1.45,3.92,1.17,18.4438
11/18/2019,2135.5701,198.6,512.7172,9/10/1903,6.55,1.43,3.81,1.16,21.5198
11/15/2019,2135.8701,198.25,512.2488,9/15/1903,6.42,1.43,3.79,1.17,21.8564
11/14/2019,2134.8601,198.47,512.4283,9/14/1903,6.43,1.43,3.82,1.16,22.4904
11/13/2019,2135.9399,197.78,511.24,9/12/1903,6.42,1.41,3.77,1.15,24.3908
11/12/2019,2137.76,197.34,510.8394,9/14/1903,6.34,1.39,3.62,1.14,27.0397
11/8/2019,2136.99,196.89,510.3853,9/15/1903,6.27,1.38,3.69,1.15,26.1338
11/7/2019,2138.6699,197,510.6301,9/17/1903,6.25,1.38,3.63,1.15,24.3977
11/6/2019,2137.9399,198.22,512.3979,9/17/1903,6.35,1.43,3.75,1.17,21.569
11/5/2019,2139.47,197.42,511.5286,9/17/1903,6.39,1.41,3.7,1.18,22.782
11/4/2019,2140.4399,198.36,513.3686,9/19/1903,6.42,1.43,3.61,1.19,19.078
11/1/2019,2135.5701,198.98,514.2596,9/17/1903,6.5,1.46,3.85,1.21,15.4227
10/31/2019,2133.02,199.33,514.2703,9/13/1903,6.57,1.48,3.92,1.21,16.3084
10/30/2019,2136.2,198.07,512.2882,9/12/1903,6.49,1.44,3.74,1.2,16.9899
10/29/2019,2139.04,197.64,512.1041,9/13/1903,6.41,1.4,3.63,1.17,19.0964
10/28/2019,2139.4199,197.45,511.7781,9/14/1903,6.39,1.4,3.54,1.16,19.6445
10/25/2019,2138.3301,197.88,512.4136,9/15/1903,6.4,1.42,3.6,1.19,17.0701
10/24/2019,2135.6799,198.13,512.821,9/14/1903,6.44,1.44,3.72,1.21,18.635
10/23/2019,2134.6299,198.13,512.8861,9/12/1903,6.47,1.44,3.75,1.21,17.8579
10/22/2019,2133.5601,198.15,512.8414,9/10/1903,6.48,1.44,3.77,1.21,16.2182
10/21/2019,2133.3799,197.62,511.9142,9/9/1903,6.48,1.44,3.7,1.21,17.7988
10/18/2019,2131.8101,197.9,512.3945,9/10/1903,6.56,1.46,3.83,1.23,17.5889
10/17/2019,2131.52,197.73,512.1762,9/10/1903,6.54,1.46,3.8,1.24,14.7779
10/16/2019,2129.77,197.68,512.449,9/8/1903,6.58,1.46,3.79,1.26,15.198
10/15/2019,2128.05,197.39,512.06,9/9/1903,6.52,1.46,3.73,1.26,14.6842
10/11/2019,2123.47,197.25,511.3731,9/9/1903,6.51,1.47,3.9,1.27,12.9471
10/10/2019,2118.76,197.91,512.5897,9/7/1903,6.62,1.52,4.07,1.32,12.1713
10/9/2019,2117.8,198.73,513.7498,9/5/1903,6.71,1.56,4.13,1.33,11.5982
10/8/2019,2116.04,199.27,514.5363,9/6/1903,6.73,1.58,4.18,1.35,10.5441
10/7/2019,2118.99,199.28,514.5512,9/8/1903,6.67,1.56,4.09,1.33,9.2216
10/4/2019,2116.98,199.78,514.9103,9/6/1903,6.72,1.59,4.19,1.33,11.9303
10/3/2019,2114.6499,199.42,513.6154,9/2/1903,6.76,1.6,4.2,1.34,14.2067
10/2/2019,2116.97,198.66,512.2682,9/1/1903,6.6,1.57,4.09,1.32,11.9157
10/1/2019,2125.47,198.52,512.241,9/3/1903,6.56,1.53,3.86,1.29,8.7357
9/30/2019,2127.1499,198.13,512.0241,9/4/1903,6.51,1.49,3.73,1.28,3.8837
9/27/2019,2127.3601,198.03,512.0295,9/4/1903,6.52,1.48,3.77,1.28,4.8278
9/26/2019,2129.51,197.93,511.7745,9/1/1903,6.54,1.47,3.73,1.28,3.4643
9/25/2019,2130.8301,197.2,511.2286,8/30/1903,6.52,1.45,3.7,1.28,5.3963
9/24/2019,2134.03,198.69,513.1732,9/3/1903,6.54,1.47,3.7,1.27,1.5794
9/23/2019,2134.8301,197.85,512.9581,9/6/1903,6.45,1.42,3.6,1.25,4.1394
9/20/2019,2134.0901,197.14,512.0244,9/8/1903,6.37,1.41,3.59,1.27,3.2297
9/19/2019,2133.8501,196.76,511.0939,9/6/1903,6.37,1.4,3.55,1.26,4.2071
9/18/2019,2133.22,196.27,510.3789,9/6/1903,6.31,1.4,3.56,1.27,2.9904
9/17/2019,2134.04,195.77,509.362,9/1/1903,6.37,1.42,3.6,1.29,7.2386
9/16/2019,2133.8799,195.43,508.8902,8/31/1903,6.36,1.4,3.56,1.28,8.327
9/13/2019,2129.21,194.51,508.5013,9/1/1903,6.3,1.35,3.61,1.28,9.1781
9/12/2019,2130.3799,195.91,511.3535,9/6/1903,6.31,1.37,3.65,1.29,5.0247
9/11/2019,2129.21,196.51,511.5323,9/4/1903,6.38,1.41,3.72,1.3,6.2281
9/10/2019,2129.6499,196.8,512.2908,9/4/1903,6.39,1.42,3.68,1.31,5.1512
9/9/2019,2127.6599,198.05,513.9552,9/9/1903,6.42,1.45,3.72,1.31,4.8949
9/6/2019,2125.1499,198.94,515.1733,9/6/1903,6.54,1.48,3.85,1.32,1.3906
9/5/2019,2122.72,198.44,515.4722,9/3/1903,6.52,1.45,3.88,1.33,2.8494
9/4/2019,2119.6699,199.82,517.1457,8/29/1903,6.69,1.51,4.06,1.35,3.1781
9/3/2019,2116.8401,199.7,516.3552,8/20/1903,6.78,1.51,3.96,1.35,0.3348
9/2/2019,2119.4299,199.42,515.1198,8/18/1903,6.75,1.52,3.94,1.34,
8/30/2019,2119.4299,199.42,515.1198,8/18/1903,6.81,1.51,3.93,1.33,-1.3912
8/29/2019,2118.6101,199.32,514.4042,8/20/1903,6.76,1.51,3.92,1.32,-2.9452
8/28/2019,2115.8501,199.91,514.0007,8/23/1903,6.74,1.55,3.99,1.33,-2.6563
8/27/2019,2113.99,199.72,512.6183,8/26/1903,6.67,1.56,4.01,1.31,-5.3309
8/26/2019,2111.76,198.82,511.1528,8/29/1903,6.58,1.55,4,1.31,-0.6097
8/23/2019,2109.0801,199.14,511.3824,9/1/1903,6.53,1.56,4.07,1.31,-0.0196
8/22/2019,2110.8999,198.07,510.0543,9/1/1903,6.43,1.53,3.93,1.3,-0.1031
8/21/2019,2107.72,198.46,510.1226,8/30/1903,6.57,1.56,3.97,1.31,0.9832
8/20/2019,2101.4299,198.31,510.2544,8/26/1903,6.65,1.58,4.22,1.35,3.9446
8/19/2019,2099.25,197.62,509.6754,8/27/1903,6.59,1.55,4.18,1.34,5.9
8/16/2019,2093.9299,198.28,510.8297,8/31/1903,6.56,1.58,4.37,1.37,7.3425
8/15/2019,2090.3201,198.33,510.2667,8/26/1903,6.6,1.59,4.44,1.38,2.3103
8/14/2019,2090.5601,197.81,509.0227,8/23/1903,6.55,1.57,4.39,1.37,0.0101
8/13/2019,2099.73,196.82,506.8095,9/1/1903,6.34,1.56,4.09,1.34,3.2861
8/12/2019,2096.3601,197.29,506.9092,9/12/1903,6.23,1.58,4.24,1.34,5.7713
8/9/2019,2097.5701,195.95,505.9433,10/14/1903,5.6,1.53,4.15,1.33,9.4061
8/8/2019,2097.71,196.18,505.8712,10/12/1903,5.64,1.55,4.16,1.32,9.4355
8/7/2019,2088.3701,196.32,505.1474,10/7/1903,5.74,1.6,4.4,1.36,12.5263
8/6/2019,2092.71,195.78,502.8022,10/5/1903,5.71,1.6,4.31,1.32,11.5217
8/5/2019,2089.5601,195.58,502.751,10/5/1903,5.69,1.59,4.37,1.32,13.2237
8/2/2019,2104.1299,194.87,501.8144,10/16/1903,5.43,1.51,3.97,1.25,13.1365
8/1/2019,2109.3999,194.74,501.1899,10/20/1903,5.33,1.5,3.88,1.22,15.7511
7/31/2019,2110.98,193.34,499.7825,10/22/1903,5.15,1.41,3.71,1.19,14.0295
7/30/2019,2109.4299,192.82,499.0427,10/20/1903,5.16,1.42,3.71,1.19,21.0036
7/29/2019,2111.24,193.06,499.1834,10/21/1903,5.17,1.42,3.67,1.18,20.1077
7/26/2019,2110.6499,192.71,498.5558,10/20/1903,5.15,1.41,3.64,1.18,21.4391
7/25/2019,2108.26,192.64,498.6855,10/20/1903,5.16,1.41,3.67,1.18,21.3072
7/24/2019,2107.46,192.83,498.6301,10/19/1903,5.19,1.44,3.72,1.2,22.2861
7/23/2019,2104.79,192.38,497.7482,10/18/1903,5.17,1.44,3.75,1.21,24.1684
7/22/2019,2102.22,192.58,497.7653,10/15/1903,5.23,1.47,3.79,1.22,23.2031
7/19/2019,2100.3101,192.33,497.4241,10/14/1903,5.23,1.47,3.84,1.23,23.0741
7/18/2019,2100.03,192.31,497.3717,10/12/1903,5.26,1.48,3.86,1.25,26.6251
7/17/2019,2103.6799,192.1,497.2903,10/13/1903,5.2,1.46,3.77,1.24,22.9912
7/16/2019,2104.97,191.32,496.6366,10/12/1903,5.16,1.43,3.71,1.23,25.0754
7/15/2019,2105.26,191.67,496.9291,10/11/1903,5.18,1.44,3.71,1.23,25.7654
7/12/2019,2103.46,191.4,496.2689,10/8/1903,5.19,1.44,3.71,1.23,27.2735
7/11/2019,2103.1399,191.19,496.0173,10/8/1903,5.16,1.44,3.73,1.23,27.1203
7/10/2019,2104.27,191.86,496.5498,10/9/1903,5.21,1.47,3.72,1.24,23.1574
7/9/2019,2101.75,191.99,496.6513,10/8/1903,5.18,1.45,3.74,1.24,15.4111
7/8/2019,2104.05,192.36,497.3596,10/9/1903,5.19,1.46,3.68,1.23,15.5515
7/5/2019,2104.6201,192.11,496.9243,10/14/1903,5.12,1.46,3.66,1.23,16.846
7/3/2019,2105.2,193.32,498.0364,10/15/1903,5.2,1.51,3.71,1.23,18.4138
7/2/2019,2103.0801,192.88,497.2233,10/13/1903,5.22,1.51,3.76,1.23,20.8707
7/1/2019,2103.2,192.19,496.2021,10/13/1903,5.19,1.5,3.67,1.23,23.4797
6/28/2019,2099.1499,192.27,495.4486,10/5/1903,5.33,1.54,3.77,1.25,24.8197
6/27/2019,2096.5701,191.99,494.7998,10/2/1903,5.28,1.55,3.81,1.26,26.5081
6/26/2019,2097,191.25,493.8958,9/28/1903,5.32,1.53,3.74,1.27,27.3886
6/25/2019,2097.5801,191.85,494.5903,9/29/1903,5.4,1.56,3.78,1.28,24.9037
6/24/2019,2100.9299,191.8,494.4527,9/29/1903,5.36,1.55,3.62,1.26,27.9833
6/21/2019,2099.6399,190.89,493.7759,9/29/1903,5.32,1.52,3.61,1.27,28.2036
6/20/2019,2099.99,191.35,495.3628,10/3/1903,5.33,1.53,3.54,1.3,24.4721
6/19/2019,2087.79,190.38,492.6457,9/22/1903,5.47,1.58,3.84,1.36,28.2058
6/18/2019,2084.3101,189.78,491.3113,9/17/1903,5.49,1.58,3.87,1.37,19.1189
6/17/2019,2079.29,189.14,489.8119,9/10/1903,5.57,1.6,3.92,1.39,21.9325
6/14/2019,2078.6101,188.93,489.6827,9/10/1903,5.56,1.6,3.95,1.39,23.5791
6/13/2019,2079.1001,188.94,489.8799,9/10/1903,5.56,1.6,3.95,1.39,25.4741
6/12/2019,2078.23,188.46,489.5937,9/10/1903,5.52,1.57,3.96,1.39,23.9816
6/11/2019,2079.24,188.45,489.4774,9/6/1903,5.56,1.55,3.89,1.38,21.1405
6/10/2019,2076.9299,188.35,489.2186,9/4/1903,5.6,1.57,3.93,1.38,24.2721
6/7/2019,2071.1399,188.69,488.8822,8/31/1903,5.69,1.63,4.07,1.41,22.7511
6/6/2019,2064.3501,187.94,488.0503,8/26/1903,5.73,1.62,4.2,1.43,23.6701
6/5/2019,2061.74,187.87,487.8406,8/24/1903,5.77,1.62,4.24,1.43,27.5828
6/4/2019,2057.9399,187.86,486.6845,8/19/1903,5.83,1.65,4.28,1.44,24.2236
6/3/2019,2050.4199,188.28,486.2994,8/15/1903,5.92,1.69,4.43,1.46,23.5384
5/31/2019,2052.3701,187.68,485.3481,8/16/1903,5.8,1.65,4.33,1.44,20.0188
5/30/2019,2059.3401,186.96,484.5653,8/19/1903,5.65,1.6,4.12,1.4,15.0393
5/29/2019,2057.04,186.52,484.2544,8/16/1903,5.68,1.59,4.14,1.42,14.9518
5/28/2019,2063.4099,186.56,483.6807,8/19/1903,5.63,1.58,4,1.39,13.7171
5/24/2019,2063.4099,185.95,482.5335,8/18/1903,5.56,1.56,3.93,1.37,15.3999
5/23/2019,2062.8,186.33,482.6529,8/18/1903,5.59,1.58,3.98,1.37,16.8354
5/22/2019,2067.9099,185.52,481.811,8/21/1903,5.44,1.52,3.88,1.33,15.7255
5/21/2019,2068.22,185.26,481.2908,8/21/1903,5.4,1.51,3.85,1.32,16.666
5/20/2019,2066.4199,185.41,481.1023,8/17/1903,5.48,1.53,3.89,1.32,19.2883
5/17/2019,2065.3799,185.68,481.2426,8/17/1903,5.48,1.54,3.93,1.32,18.8633
5/16/2019,2065.28,185.56,481.2359,8/19/1903,5.45,1.53,3.92,1.31,20.0142
5/15/2019,2061.3601,185.7,481.231,8/17/1903,5.51,1.55,4.01,1.32,21.1624
5/14/2019,2062.24,185.23,480.4671,8/16/1903,5.49,1.54,3.96,1.32,20.9747
5/13/2019,2059.9299,185.31,480.6955,8/14/1903,5.51,1.54,3.99,1.33,21.1034
5/10/2019,2066.8201,184.98,480.4798,8/19/1903,5.36,1.51,3.82,1.3,19.6959
5/9/2019,2068.1101,184.97,480.284,8/18/1903,5.37,1.51,3.78,1.3,18.0236
5/8/2019,2072.74,184.96,480.2427,8/21/1903,5.28,1.48,3.67,1.27,18.486
5/7/2019,2073.2,185.42,480.7086,8/23/1903,5.29,1.49,3.68,1.27,16.8171
5/6/2019,2076,184.94,480.3698,8/23/1903,5.24,1.47,3.59,1.26,17.6514
5/3/2019,2077.3899,184.73,480.1408,8/22/1903,5.28,1.44,3.54,1.25,19.0028
5/2/2019,2075.3899,184.42,479.5133,8/19/1903,5.28,1.44,3.55,1.25,19.4506
5/1/2019,2078.0901,185.09,480.2427,8/20/1903,5.32,1.46,3.53,1.24,19.355
4/30/2019,2077.0601,185.03,480.254,8/18/1903,5.37,1.46,3.58,1.23,23.3681
4/29/2019,2076.5,184.67,479.6886,8/16/1903,5.38,1.45,3.56,1.22,23.0983
4/26/2019,2074.6599,185.02,479.6569,8/14/1903,5.43,1.47,3.59,1.22,21.4143
4/25/2019,2073.9099,184.6,478.6292,8/13/1903,5.41,1.47,3.56,1.22,19.8584
4/24/2019,2074.3201,184.7,478.9931,8/18/1903,5.34,1.47,3.55,1.22,19.8333
4/23/2019,2072.8101,184.07,477.9655,8/22/1903,5.18,1.46,3.54,1.23,19.9041
4/22/2019,2070.49,183.78,477.3206,8/21/1903,5.16,1.45,3.54,1.23,19.9842
4/18/2019,2070.4399,184.2,477.4867,8/22/1903,5.17,1.47,3.54,1.22,17.7351
4/17/2019,2071.1599,183.88,476.7564,8/24/1903,5.1,1.46,3.49,1.21,19.174
4/16/2019,2072.22,183.85,476.4305,8/23/1903,5.1,1.46,3.46,1.21,17.5952
4/15/2019,2071.1201,184.23,476.7353,8/21/1903,5.15,1.48,3.5,1.21,16.0695
4/12/2019,2069.8201,184.01,476.56,8/20/1903,5.15,1.48,3.49,1.21,16.9644
4/11/2019,2066.1299,184.18,477.3877,8/22/1903,5.18,1.5,3.58,1.24,14.0941
4/10/2019,2062.55,184.27,477.8269,8/25/1903,5.16,1.51,3.66,1.27,14.1647
4/9/2019,2060.8601,183.92,477.6984,8/25/1903,5.13,1.51,3.67,1.28,14.8919
4/8/2019,2059.9199,183.55,477.0424,8/24/1903,5.12,1.51,3.66,1.29,15.8321
4/5/2019,2058.1499,183.64,476.8237,8/26/1903,5.08,1.52,3.68,1.29,15.2004
4/4/2019,2055.24,183.35,476.4705,8/26/1903,5.07,1.53,3.72,1.31,17.614
4/3/2019,2054.8401,183.19,476.2704,8/25/1903,5.07,1.53,3.73,1.31,18.3192
4/2/2019,2052.3101,183.47,476.4102,8/23/1903,5.13,1.55,3.77,1.33,16.9705
4/1/2019,2051.76,183.26,476.1041,8/24/1903,5.11,1.55,3.76,1.33,16.628
3/29/2019,2047.9399,184.03,476.9626,8/19/1903,5.2,1.57,3.91,1.34,13.8965
3/28/2019,2043.71,184.18,477.0099,8/14/1903,5.31,1.58,4.02,1.34,15.6667
3/27/2019,2042.86,184.24,477.3848,8/14/1903,5.31,1.58,4.02,1.34,16.252
3/26/2019,2042.02,183.75,476.6294,8/20/1903,5.16,1.56,4.01,1.33,15.4741
3/25/2019,2039.26,183.61,475.851,8/18/1903,5.18,1.58,4.02,1.34,15.2552
3/22/2019,2040.89,183.14,475.3055,8/21/1903,5.07,1.56,3.94,1.33,11.8276
3/21/2019,2042.9301,182.07,474.0237,8/27/1903,4.88,1.52,3.8,1.33,12.6488
3/20/2019,2039.4301,181.85,472.3534,8/24/1903,4.93,1.57,3.86,1.34,12.6
3/19/2019,2038.17,181.12,471.3981,8/24/1903,4.86,1.54,3.82,1.33,13.9541
3/18/2019,2036.45,181.18,471.2269,8/22/1903,4.89,1.55,3.84,1.34,14.9086
3/15/2019,2035.21,181.07,470.67,8/19/1903,4.94,1.57,3.88,1.35,14.7288
3/14/2019,2033.79,180.58,469.857,8/15/1903,4.97,1.57,3.86,1.35,16.3444
3/13/2019,2032.09,180.85,469.8951,8/13/1903,5.03,1.59,3.88,1.36,15.0289
3/12/2019,2027.6801,180.98,469.7979,8/13/1903,5.04,1.6,3.96,1.36,14.482
3/11/2019,2023.9,180.35,468.8018,8/9/1903,5.07,1.6,3.99,1.37,16.2031
3/8/2019,2020.39,180.42,468.2333,8/4/1903,5.15,1.62,4.04,1.38,16.1404
3/7/2019,2025.4,180.43,468.2195,8/6/1903,5.11,1.61,3.96,1.36,16.3868
3/6/2019,2027.38,179.91,467.6143,8/10/1903,4.97,1.58,3.86,1.35,17.52
3/5/2019,2029.03,179.71,466.957,8/10/1903,4.94,1.58,3.81,1.34,16.8228
3/4/2019,2030.26,179.71,467.073,8/12/1903,4.92,1.58,3.78,1.33,17.9778
3/1/2019,2029.65,179.23,466.6981,8/12/1903,4.87,1.56,3.76,1.33,19.8258
2/28/2019,2028.86,179.53,467.3912,8/16/1903,4.84,1.57,3.79,1.34,19.8848
2/27/2019,2027.24,179.49,467.3014,8/16/1903,4.85,1.59,3.83,1.37,18.2451
2/26/2019,2025.3101,180.12,467.42,8/15/1903,4.9,1.63,3.87,1.37,15.181
2/25/2019,2023.04,179.76,466.7991,8/14/1903,4.89,1.62,3.88,1.37,15.4795
2/22/2019,2019.77,179.72,466.4893,8/10/1903,4.94,1.64,3.95,1.39,15.4427
2/21/2019,2018.25,179.29,465.7619,8/8/1903,4.95,1.63,3.94,1.39,16.0693
2/20/2019,2017.4301,179.75,466.5472,8/7/1903,5.01,1.64,3.98,1.39,14.5092
2/19/2019,2014.9399,179.88,466.5023,8/7/1903,5.01,1.65,4.01,1.39,14.2606
2/15/2019,2012.74,179.66,465.8406,8/5/1903,5,1.65,4.02,1.38,14.2315
2/14/2019,2009.5601,179.53,465.8633,8/5/1903,5,1.65,4.07,1.39,15.3938
2/13/2019,2009.41,179.25,465.3415,8/6/1903,4.95,1.63,4.02,1.37,16.7498
2/12/2019,2008.21,179.37,465.1138,8/2/1903,5.02,1.65,4.05,1.38,17.9799
2/11/2019,2002.92,179.5,465.1828,7/30/1903,5.08,1.67,4.15,1.39,16.6162
2/8/2019,2001.5,179.71,465.5762,8/1/1903,4.86,1.68,4.22,1.4,16.4827
2/7/2019,2003.4301,179.51,465.7056,8/3/1903,4.89,1.66,4.16,1.39,17.3671
2/6/2019,2009.5601,179.26,465.428,8/6/1903,4.84,1.63,4,1.36,16.6304
2/5/2019,2007.3101,179.28,465.5491,8/8/1903,4.84,1.62,4.02,1.35,17.2043
2/4/2019,2000.41,178.75,464.3761,8/4/1903,4.91,1.64,4.11,1.37,18.5102
2/1/2019,1998.17,178.89,464.4292,8/3/1903,4.97,1.66,4.16,1.39,17.6191
1/31/2019,1995.67,179.14,464.4333,8/2/1903,5.04,1.7,4.23,1.41,16.9599
1/30/2019,1986.64,178.09,462.032,7/21/1903,5.16,1.71,4.3,1.44,16.7416
1/29/2019,1982.36,177.83,461.9689,7/20/1903,5.16,1.7,4.34,1.44,13.5187
1/28/2019,1980.75,177.43,461.8162,7/21/1903,5.1,1.68,4.33,1.45,15.2212
1/25/2019,1982.4301,177.31,462.0605,7/24/1903,5.04,1.66,4.29,1.45,15.0015
1/24/2019,1977.95,177.44,462.0749,7/23/1903,5.11,1.69,4.4,1.48,14.9408
1/23/2019,1978.9301,176.86,460.9653,7/18/1903,5.15,1.69,4.34,1.48,15.3818
1/22/2019,1979.83,176.82,460.694,7/11/1903,5.27,1.71,4.33,1.51,15.014
1/18/2019,1982.64,176.13,459.8994,7/10/1903,5.23,1.7,4.22,1.52,16.6128
1/17/2019,1976.59,175.9,459.5899,7/3/1903,5.36,1.74,4.32,1.58,18.4641
1/16/2019,1975.25,175.8,459.3611,7/3/1903,5.38,1.75,4.36,1.6,17.6805
1/15/2019,1969.3,175.68,459.0149,6/29/1903,5.48,1.78,4.46,1.63,17.2411
1/14/2019,1966.92,175.67,458.569,6/26/1903,5.52,1.79,4.52,1.63,16.541
1/11/2019,1969.14,175.89,458.3258,6/25/1903,5.51,1.8,4.44,1.63,15.5816
1/10/2019,1967.8199,175.55,457.9933,6/24/1903,5.49,1.79,4.45,1.64,16.4545
1/9/2019,1967.12,175.74,458.5805,6/25/1903,5.56,1.78,4.45,1.63,15.5087
1/8/2019,1957.67,175.46,458.0775,6/18/1903,5.67,1.8,4.57,1.68,13.8354
1/7/2019,1947.64,175.5,458.0186,6/19/1903,5.7,1.83,4.73,1.71,15.135
1/4/2019,1932.54,175.32,456.9647,6/12/1903,5.84,1.88,4.98,1.74,17.1906
1/3/2019,1912.37,176.17,456.9899,6/6/1903,6.04,1.96,5.37,1.77,17.2861
1/2/2019,1910.52,175.34,455.0179,6/2/1903,5.98,1.93,5.27,1.73,14.8774
12/31/2018,1909.36,175.03,454.6293,6/2/1903,5.94,1.91,5.26,1.72,19.2331
12/28/2018,1906.39,174.59,454.2208,6/1/1903,5.88,1.87,5.22,1.7,19.803
12/27/2018,1899.5601,174.58,453.9422,5/30/1903,5.91,1.87,5.31,1.71,20.2091
12/26/2018,1896.4,174.28,453.3677,5/29/1903,5.88,1.85,5.3,1.68,18.8829
12/24/2018,1898.08,174.89,454.003,5/30/1903,5.88,1.87,5.3,1.68,17.057
12/21/2018,1904.4301,174.63,453.5653,5/30/1903,5.84,1.85,5.14,1.65,14.7084
