Date,LF98TRUU Index  (R4),I17660US Index  (R2),BEHGTRUU Index  (L2),BEBGTRUU Index  (L3),BEBGOAS Index  (L1),BEHGOAS Index  (R1),LF98OAS Index  (L1),BLQCOAS Index  (R1),USYC2Y10 Index  (R3)
,US High Yied,US Investment Grade,Emerging Investment Grade,Emerging High Yield,Emerging High Yield OAS,Emerging Investment Grade OAS,US High Yield OAS,US Investment Grade OAS,US 10 Year -2 Year Gov Spread
10/2/2009,985.13,115.35,286.3935,646.5213,4.81,2.73,7.87,,235.182
10/1/2009,989.05,115.8,286.3731,647.5545,4.82,2.76,7.78,,231.15
9/30/2009,990.72,115.32,285.4138,646.2285,4.74,2.69,7.64,,235.855
9/29/2009,992.33,115.34,284.8493,644.1378,4.8,2.73,7.59,,229.642
9/28/2009,991.86,115.48,284.8335,643.5891,4.8,2.72,7.61,,230.922
9/25/2009,991.35,115.3,285.3795,644.121,4.76,2.65,7.56,,233.207
9/24/2009,991.41,115.04,285.5059,644.7333,4.7,2.6,7.54,,244.244
9/23/2009,989.21,114.9,285.1931,644.0871,4.7,2.59,7.55,,245.586
9/22/2009,985.02,114.67,284.9537,644.0425,4.65,2.57,7.59,,249.132
9/21/2009,980.99,114.45,284.8219,644.1694,4.62,2.54,7.65,,249.411
9/18/2009,980.64,114.46,284.8985,643.626,4.64,2.55,7.64,,246.921
9/17/2009,979.29,114.92,284.453,642.3868,4.73,2.64,7.73,,244.626
9/16/2009,976.76,114.29,282.2076,636.2785,4.81,2.69,7.71,,248.303
9/15/2009,968.19,114.17,280.6381,629.9964,5.01,2.8,7.95,,251.664
9/14/2009,960.63,114.29,279.0963,626.5085,5.14,2.92,8.19,,249.931
9/11/2009,954.82,114.5,278.4956,625.204,5.22,2.99,8.37,,244.15
9/10/2009,949.51,114.28,277.4322,623.1001,5.27,3.06,8.51,,246.534
9/9/2009,944.27,113.2,276.922,621.9739,5.15,2.96,8.53,,254.913
9/8/2009,942.46,113.16,276.199,618.6246,5.23,3.01,8.57,,254.424
9/4/2009,939.21,113.07,275.0068,616.4519,5.29,3.1,8.65,,250.76
9/3/2009,938.74,113.67,274.6902,615.1238,5.41,3.2,8.76,,242.929
9/2/2009,937.93,113.85,274.4797,614.4101,5.45,3.23,8.78,,240.664
9/1/2009,937.31,113.34,274.4792,614.5233,5.38,3.16,8.54,,245.546
8/31/2009,937.34,113.3,274.5007,614.421,5.35,3.13,8.49,,242.709
8/28/2009,936.46,112.9,274.3402,614.2181,5.3,3.09,8.49,,242.767
8/27/2009,935.35,112.66,274.3772,614.0435,5.4,3.08,8.49,,241.147
8/26/2009,934.11,112.78,274.3168,613.3655,5.45,3.1,8.53,,238.326
8/25/2009,933.13,112.67,274.0865,613.2298,5.43,3.1,8.54,,242.439
8/24/2009,931.61,112.23,273.7854,611.8274,5.44,3.08,8.54,,245.698
8/21/2009,928.5,111.51,272.8045,607.7126,5.48,3.07,8.29,,247.275
8/20/2009,927.28,112.1,272.6909,606.8135,5.53,3.2,8.37,,244.545
8/19/2009,927.53,111.82,272.2469,605.3313,5.53,3.2,8.35,,246.579
8/18/2009,927.81,111.63,272.1319,604.0583,5.51,3.14,8.29,,248.265
8/17/2009,929.69,112.04,272.8274,604.9737,5.53,3.11,8.28,,245.816
8/14/2009,934.6,111.98,272.5781,604.7424,5.46,3.06,8.07,,251.807
8/13/2009,935.29,111.71,272.1822,603.9761,5.43,3.04,8,,250.689
8/12/2009,936.43,110.99,271.9416,604.0834,5.32,2.95,7.85,,256.196
8/11/2009,940.72,111.26,272.3596,604.9995,5.31,2.92,7.71,,249.651
8/10/2009,940.91,110.83,272.3714,604.3423,5.26,2.86,7.64,,254.097
8/7/2009,937.26,110.1,272.0438,603.7728,5.19,2.79,7.62,,255.045
8/6/2009,934.55,110.62,272.176,603.2693,5.31,2.88,7.78,,254.792
8/5/2009,931.77,110.24,271.9742,600.1928,5.41,2.88,7.81,,253.606
8/4/2009,929,110.57,271.4055,597.2093,5.55,2.98,7.93,,248.294
8/3/2009,925.68,110.68,270.2752,592.061,5.63,3.07,8.03,,244.798
7/31/2009,920.18,111.26,270.101,588.5682,5.87,3.2,8.3,,236.617
7/30/2009,915.35,109.81,269.6563,586.7308,5.77,3.09,8.29,,243.895
7/29/2009,910.26,109.11,269.5093,586.275,5.76,3.08,8.39,,249.769
7/28/2009,906.55,108.8,269.4077,585.3212,5.7,3.07,8.52,,260.798
7/27/2009,902.64,108.43,268.739,583.2186,5.76,3.1,8.6,,268.237
7/24/2009,898.11,108.56,268.2768,581.8627,5.83,3.18,8.75,,266.212
7/23/2009,893,108.12,267.2304,580.6556,5.85,3.16,8.84,,264.293
7/22/2009,887.8,108.86,266.654,579.0043,6.04,3.34,9.1,,260.488
7/21/2009,884.85,109.2,265.8105,578.1384,6.15,3.46,9.26,,255.896
7/20/2009,879.59,108.28,264.9595,575.5076,6.14,3.43,9.31,,263.388
7/17/2009,874.7,107.37,264.4915,573.1757,6.12,3.38,9.36,,265.442
7/16/2009,871.74,107.47,264.3903,572.312,6.21,3.46,9.5,,258.759
7/15/2009,870.69,107.14,263.9497,571.7667,6.19,3.44,9.48,,258.997
7/14/2009,867.61,107.63,263.4576,570.799,6.36,3.61,9.69,,252.882
7/13/2009,866.95,108.13,263.1721,570.3471,6.47,3.71,9.8,,244.837
7/10/2009,867.35,108.3,263.1194,569.2042,6.53,3.75,9.8,,240.067
7/9/2009,868.51,107.58,262.8336,569.0083,6.43,3.66,9.64,,247.622
7/8/2009,868.76,108.32,263.0591,569.3095,6.55,3.76,9.74,,239.699
7/7/2009,870.75,107.34,263.0996,569.1915,6.41,3.61,9.53,,248.726
7/6/2009,870.25,107.08,262.9416,569.616,6.37,3.59,9.53,,256.302
7/2/2009,870.9,107.1,262.8234,569.3125,6.36,3.6,9.44,,251.104
7/1/2009,869.93,106.65,262.1717,567.9578,6.34,3.57,9.4,,249.681
6/30/2009,867.39,106.66,261.6804,567.3912,6.35,3.66,9.45,,242.143
6/29/2009,864.57,106.54,261.0083,564.3617,6.45,3.73,9.57,,238.145
6/26/2009,862.86,106.47,259.7453,562.4385,6.49,3.8,9.62,,242.508
6/25/2009,861.94,106.31,259.0932,560.835,6.51,3.79,9.59,,241.281
6/24/2009,860.13,105.63,258.4098,559.3581,6.44,3.7,9.51,,248.676
6/23/2009,860.52,105.98,258.5999,561.6561,6.4,3.73,9.56,,252.271
6/22/2009,862.52,105.76,259.6266,562.6775,6.33,3.61,9.44,,255.042
6/19/2009,864.75,105.13,259.8755,561.9934,6.23,3.49,9.49,,257.682
6/18/2009,863.32,104.6,260.5496,563.4608,6.13,3.4,9.48,,257.604
6/17/2009,869.48,105.68,260.9979,567.6353,6.18,3.53,9.49,,252.677
6/16/2009,877.16,105.73,261.1579,568.4043,6.12,3.48,9.28,,247.341
6/15/2009,878.55,105.49,260.9149,568.8464,6.2,3.45,9.22,,248.564
6/12/2009,876.73,104.88,260.4348,566.3494,6.32,3.41,9.17,,252.572
6/11/2009,873.98,104.25,260.316,565.9249,6.28,3.36,9.18,,253.325
6/10/2009,871.48,103.57,260.1389,563.9166,6.27,3.31,9.18,,259.27
6/9/2009,868.26,103.58,260.1521,563.178,6.34,3.36,9.32,,255.231
6/8/2009,865.32,103.19,259.9852,563.8175,6.29,3.32,9.32,,247.348
6/5/2009,863.35,103.27,260.3471,562.5536,6.35,3.32,9.41,,253.358
6/4/2009,861.31,104.02,260.8687,562.2889,6.51,3.46,9.81,,275.328
6/3/2009,859.76,104.8,260.9607,561.2271,6.66,3.59,9.94,,263.094
6/2/2009,856.16,104.26,260.3754,556.89,6.71,3.55,9.98,,266.426
6/1/2009,849.19,103.17,259.9402,551.8776,6.79,3.53,10.32,,272.423
5/29/2009,843.24,103.82,259.8923,550.2983,7.26,3.73,10.67,,254.278
5/28/2009,840.01,102.16,259.7043,550.624,7.08,3.57,10.62,,264.807
5/27/2009,837.32,101.57,259.6243,550.0328,7.08,3.57,10.75,,275.813
5/26/2009,833.76,101.99,259.646,548.6711,7.26,3.72,10.94,,262.858
5/22/2009,831.93,102.01,259.4125,548.6678,7.31,3.79,10.99,,256.418
5/21/2009,829.7,102.26,259.8438,548.358,7.39,3.83,11.15,,250.351
5/20/2009,828.19,102.85,258.9989,545.832,7.59,4.01,11.29,,235.465
5/19/2009,820.09,102.09,257.147,542.9696,7.63,4.09,11.51,,235.771
5/18/2009,815.78,101.78,256.7786,540.5849,7.73,4.14,11.64,,232.04
5/15/2009,814.69,102.15,256.6062,540.37,7.83,4.23,11.6,,228.125
5/14/2009,814.09,101.9,256.6572,542.193,7.77,4.25,11.64,,224.35
5/13/2009,818.73,102.14,256.5482,544.6644,7.7,4.25,11.52,,225.04
5/12/2009,822.68,101.93,256.6132,544.9387,7.63,4.17,11.32,,228.754
5/11/2009,824.03,101.89,257.0026,546.5299,7.56,4.14,11.27,,227.217
5/8/2009,824.47,101.27,256.7021,546.0398,7.46,4.06,11.12,,229.057
5/7/2009,820.22,100.82,255.6327,541.5379,7.63,4.13,11.24,,231.811
5/6/2009,808.81,101.03,253.3722,536.7667,7.92,4.41,11.65,,219.631
5/5/2009,803.3,100.57,250.9105,529.4586,8.14,4.57,11.81,,219.442
5/4/2009,798.84,100.11,250.4551,526.7891,8.2,4.59,11.93,,220.976
5/1/2009,792.9,99.77,249.8676,525.6059,8.26,4.61,12.08,,228.851
4/30/2009,790.08,99.92,249.4628,524.4844,8.31,4.67,12.19,,226.219
4/29/2009,776.58,98.97,248.6201,520.95,8.44,4.75,12.65,,219.306
4/28/2009,768.05,99.1,248.3593,520.6691,8.51,4.83,12.94,,210.601
4/27/2009,765.99,99.39,248.1101,520.7213,8.58,4.92,13.02,,203.109
4/24/2009,763.11,98.86,248.811,519.4538,8.54,4.79,12.92,,203.106
4/23/2009,756.19,98.88,248.1032,518.2841,8.61,4.85,13.14,,199.309
4/22/2009,752.17,98.51,248.5586,517.634,8.59,4.78,13.17,,197.999
4/21/2009,750.65,98.84,249.3975,518.2941,8.63,4.78,13.31,,196.274
4/20/2009,756.46,99.34,249.9278,518.5411,8.69,4.81,13.21,,192.624
4/17/2009,756.51,98.6,249.4671,517.3923,8.61,4.76,13.1,,197.858
4/16/2009,747.53,98.86,249.4132,515.3568,8.82,4.86,13.53,,192.892
4/15/2009,741.1,98.86,249.2354,512.0485,8.99,4.88,13.9,,191.232
4/14/2009,736.7,98.54,248.8184,508.9411,9.08,4.89,13.99,,193.954
4/13/2009,730.05,97.81,248.0907,507.3652,9.08,4.89,14.28,,198.883
4/9/2009,724.96,96.81,247.3822,504.4766,9.08,4.85,14.34,,197.113
4/8/2009,721.02,96.92,246.9305,503.0819,9.18,4.95,14.51,,193.079
4/7/2009,718.11,96.5,245.3035,501.1264,9.18,5,14.57,,198.738
4/6/2009,716.72,96.24,244.2228,500.0073,9.2,5.04,14.56,,198.134
4/3/2009,713.95,96.06,243.6568,496.4787,9.34,5.11,14.55,,193.646
4/2/2009,710.65,96.52,242.3439,490.3485,9.7,5.35,14.83,,188.11
4/1/2009,703.58,96.73,241.1717,486.8339,9.93,5.51,15.17,,184.797
3/31/2009,704.77,96.57,240.7624,485.809,9.89,5.5,15.14,,186.48
3/30/2009,705.16,96.42,240.508,485.9517,9.83,5.47,15.16,,186.616
3/27/2009,707.82,96.39,240.345,485.6976,9.81,5.45,15,,188.395
3/26/2009,704.79,96.28,240.0092,485.2664,9.89,5.48,15.29,,187.399
3/25/2009,697.66,95.94,238.8978,484.2619,9.86,5.5,15.44,,187.029
3/24/2009,695.35,96.56,238.2039,482.6669,10.04,5.66,15.63,,179.102
3/23/2009,691.94,96.42,237.5514,480.2598,10.12,5.71,15.7,,175.879
3/20/2009,687.04,96.44,237.0211,480.3008,10.14,5.78,15.89,,176.535
3/19/2009,686.09,96.55,234.8821,475.4383,10.34,5.95,15.91,,174.133
3/18/2009,681.89,96.88,232.9654,473.511,10.47,6.14,16.14,,172.053
3/17/2009,681.03,94.91,232.7489,472.8564,10.08,5.75,15.76,,197.539
3/16/2009,680.2,95.08,232.1186,470.2681,10.22,5.86,15.83,,195.335
3/13/2009,673.36,95.34,231.3746,467.1738,10.37,5.96,16.12,,193.225
3/12/2009,668.72,95.44,229.8126,464.3564,10.47,6.07,16.35,,184.751
3/11/2009,666.36,95.53,229.5384,462.3053,10.51,6.05,16.42,,189.092
3/10/2009,658.13,95.35,228.4815,461.0579,10.56,6.09,16.68,,197.463
3/9/2009,655.9,95.68,228.6704,460.9306,10.63,6.16,16.84,,190.163
3/6/2009,660.21,96.39,229.1235,461.9768,10.62,6.17,16.62,,192.253
3/5/2009,662.24,96.8,229.1636,463.5555,10.56,6.18,16.53,,192.637
3/4/2009,665.45,96.08,228.6921,462.6989,10.39,6.02,16.21,,203.367
3/3/2009,670.65,96.83,228.7517,463.3691,10.4,6.08,16.1,,199.993
3/2/2009,676.78,97.32,229.9897,466.8809,10.34,6.01,15.81,,199.322
2/27/2009,682.99,96.97,230.9284,467.0235,10.13,5.79,15.44,,204.1
2/26/2009,686.31,97.09,231.6303,466.0917,10.28,5.73,15.27,,190.75
2/25/2009,686.96,97.26,231.7623,465.1695,10.33,5.73,15.27,,185.1
2/24/2009,688.33,98.04,231.6676,465.1249,10.44,5.86,15.35,,181.962
2/23/2009,698.02,98.34,231.5086,464.3326,10.45,5.91,15.02,,182.321
2/20/2009,698.81,98.64,231.777,467.2904,10.37,5.88,14.98,,184.534
2/19/2009,702.94,98.59,232.1741,466.7642,10.3,5.78,14.76,,187.019
2/18/2009,701.65,99.48,231.6755,465.1096,10.48,5.94,14.78,,180.512
2/17/2009,706.78,100.54,231.387,468.3101,10.41,6.02,14.68,,178.692
2/13/2009,710.38,99.42,232.0923,471.7275,10.09,5.78,14.45,,189.557
2/12/2009,712.41,100.3,232.8518,473.6875,10.16,5.89,14.51,,184.226
2/11/2009,714.4,100.17,232.9006,474.2006,10.09,5.84,14.39,,183.626
2/10/2009,715.07,99.72,233.7092,475.5665,10,5.73,14.33,,192.038
2/9/2009,712.79,98.55,234.0741,476.7462,9.79,5.53,14.28,,197.084
2/6/2009,711,98.39,232.6817,474.1753,9.9,5.65,14.37,,199.084
2/5/2009,710.29,98.63,231.6375,474.0863,9.88,5.8,14.45,,194.712
2/4/2009,707.97,98.46,232.8051,473.6819,9.94,5.7,14.54,,195.462
2/3/2009,705.31,98.88,233.6937,474.2679,9.96,5.67,14.7,,192.027
2/2/2009,705.52,99.54,234.1468,475.6492,10.03,5.75,14.81,,182.777
1/30/2009,704.86,98.92,234.0969,475.4648,9.98,5.84,14.76,,189.2
1/29/2009,705.67,98.85,234.0932,473.1355,10.11,5.82,14.7,,190.2
1/28/2009,703.95,99.35,234.7708,473.1574,10.22,5.9,14.91,,176.5
1/27/2009,699.06,99.55,233.1725,470.924,10.47,6.17,15.26,,172.396
1/26/2009,697.7,98.56,231.3946,468.4311,10.44,6.21,15.25,,181.294
1/23/2009,696.98,98.45,230.4393,468.6096,10.44,6.27,15.27,,180.535
1/22/2009,698.88,98.69,230.7438,468.0363,10.5,6.29,15.26,,187.043
1/21/2009,699.41,98.97,230.2391,468.685,10.53,6.39,15.29,,176.442
1/20/2009,701.59,99.95,230.0821,470.5109,10.62,6.59,15.46,,167.016
1/16/2009,701.58,100.1,231.1931,469.9232,10.66,6.53,15.4,,159.542
1/15/2009,698.62,100.4,231.2178,471.8743,10.65,6.59,15.58,,148.939
1/14/2009,703.12,100.38,232.561,471.99,10.64,6.48,15.53,,149.096
1/13/2009,708.74,99.9,232.1348,471.6003,10.42,6.55,15.4,,155.179
1/12/2009,711.7,100.15,232.2768,472.0439,10.41,6.55,15.3,,156.36
1/9/2009,708.9,99.5,232.193,470.6201,10.4,6.49,15.3,,164.103
1/8/2009,705.69,99.37,231.5044,470.5845,10.36,6.52,15.35,,161.044
1/7/2009,709.97,99.03,232.4569,471.9979,10.37,6.42,15.05,,168.071
1/6/2009,701.25,98.21,231.8743,467.7529,10.52,6.44,15.31,,167.966
1/5/2009,681.69,97.57,231.1268,463.2874,10.67,6.51,16,,171.528
1/2/2009,669.24,97.65,230.9949,461.6932,10.77,6.57,16.41,,154.322
12/31/2008,665,98.47,230.9371,460.9608,11.03,6.75,16.62,,144.569
12/30/2008,659.39,98.95,230.6464,459.3331,11.22,6.9,17.01,,132.549
12/29/2008,645.16,98.47,229.5626,459.2594,11.22,6.97,17.75,,132.409
12/26/2008,637.1,98.21,229.3551,458.6677,11.2,6.96,18.03,,127.815
12/24/2008,630.83,97.97,228.6796,458.4953,11.15,6.96,18.29,,135.922
12/23/2008,629.89,97.81,228.6394,457.8882,11.2,6.98,18.4,,134.081
12/22/2008,623.81,97.75,228.2477,456.8368,11.24,7.03,18.75,,134.949
12/19/2008,618.49,97.57,226.9667,454.4175,11.35,7.14,18.99,,138.283
12/18/2008,614.27,97.52,226.7658,453.0796,11.47,7.26,19.26,,140.072
12/17/2008,607.09,96.54,223.3495,443.3298,11.81,7.42,19.53,,144.838
12/16/2008,602.46,95.44,218.6451,439.3394,11.9,7.72,19.71,,160.82
12/15/2008,600.84,94.65,217.9071,438.5222,11.8,7.64,19.63,,177.547
12/12/2008,598.84,94.3,217.278,439.6514,11.72,7.62,19.64,,180.94
12/11/2008,606.65,94.12,216.6803,436.3867,11.81,7.62,19.34,,182.283
12/10/2008,610.82,93.94,216.1701,434.7723,11.82,7.6,19.07,,183.092
12/9/2008,612.65,93.82,215.3099,431.9305,11.98,7.69,19.02,,179.586
12/8/2008,609.68,93.3,213.6146,430.402,11.97,7.75,19.07,,179.767
12/5/2008,606.13,93.38,212.4546,429.5242,12,7.86,19.17,,177.904
12/4/2008,613.16,93.67,213.4738,427.6903,12.08,7.74,19.03,,173.612
12/3/2008,614.56,93.21,213.1161,428.8241,11.96,7.65,18.78,,177.163
12/2/2008,617.92,93.17,211.9901,431.0956,11.84,7.71,18.58,,178.505
12/1/2008,616.58,93.03,211.5834,429.7158,11.84,7.72,18.63,,182.726
11/28/2008,617.55,92.2,210.7881,428.2772,11.74,7.65,18.33,,193.704
11/26/2008,614.5,91.9,210.0093,426.569,11.72,7.66,18.36,,188.48
11/25/2008,610.93,91.68,209.0074,419.8238,11.97,7.67,18.4,,192.705
11/24/2008,607.69,90.94,206.6393,411.7358,12.16,7.76,18.29,,211.701
11/21/2008,609.1,91.29,206.6833,410.0939,12.32,7.88,18.39,,209.646
11/20/2008,618.56,92.07,207.5909,413.3834,12.17,7.8,18.03,,203.199
11/19/2008,634.25,91.84,208.0454,414.5913,11.9,7.56,17.24,,225.783
11/18/2008,647.75,91.56,209.792,419.4133,11.53,7.31,16.61,,240.139
11/17/2008,657.7,91.36,210.8853,421.9044,11.34,7.1,16.14,,247.146
11/14/2008,662.41,91.36,210.6036,422.1591,11.23,7.05,15.91,,243.648
11/13/2008,668.38,91.3,211.5118,427.0729,10.91,6.95,15.69,,252.704
11/12/2008,674.12,91.71,215.4622,437.333,10.49,6.64,15.52,,248.343
11/10/2008,682.28,91.39,215.6367,435.3508,10.51,6.54,15.1,,249.932
11/7/2008,682.01,90.51,215.1311,433.563,10.52,6.52,15.03,,246.803
11/6/2008,686.79,90.7,214.602,437.4506,10.43,6.61,14.92,,240.291
11/5/2008,689.74,90.59,214.846,441.7526,10.24,6.58,14.79,,236
11/4/2008,687.25,89.67,210.5542,429.5249,10.78,6.9,14.86,,235.064
11/3/2008,681.5,88.88,207.6772,416.9072,11.18,7.04,14.93,,247.606
10/31/2008,680.97,88.6,205.1258,409.3758,11.57,7.14,14.79,,239.841
10/30/2008,684.53,89.12,199.6394,395.6319,12.29,7.73,14.59,,239.869
10/29/2008,678.34,89.1,196.2704,387.8516,12.77,8.11,14.79,,232.071
10/28/2008,671.05,89.2,194.0761,378.6832,13.36,8.36,15.05,,226.49
10/27/2008,669.16,89.38,190.8403,378.6176,13.42,8.84,15.17,,214.482
10/24/2008,672.42,89.45,194.134,386.2237,12.83,8.45,15.06,,217.113
10/23/2008,682.49,90.46,198.6763,398.6053,12.16,8.07,14.8,,206.621
10/22/2008,687.55,90.06,203.5563,418.4883,11.07,7.4,14.58,,209.211
10/21/2008,689.75,89.63,209.7709,432.8005,10.4,6.78,14.43,,212.202
10/20/2008,686.41,88.73,211.5427,442.261,9.84,6.48,14.34,,214.25
10/17/2008,680.79,88.68,213.8829,449.1556,9.53,6.24,14.46,,231.091
10/16/2008,685.6,89.54,215.7522,457.7252,9.18,6.11,14.23,,234.033
10/15/2008,698.05,89.8,219.2388,464.8844,8.83,5.82,13.76,,238.689
10/14/2008,716.18,90.74,221.1206,463.948,8.89,5.66,13.21,,225.781
10/10/2008,696.4,90.99,223.5228,471.7337,8.67,5.54,13.95,,225.935
10/9/2008,730.75,91.82,230.2789,488.4408,8,5,12.77,,224.55
10/8/2008,744.24,92.75,232.0779,495.6713,7.82,4.97,12.38,,208.514
10/7/2008,758.47,94.5,236.258,505.2227,7.7,4.83,12.18,,205.05
10/6/2008,763.46,95.41,239.6181,525.4714,7.16,4.65,11.99,,202.411
10/3/2008,779.72,94.95,240.8715,540.7212,6.45,4.34,11.22,,201.87
10/2/2008,784.5,94.82,241.6053,541.2257,6.43,4.28,11.04,,201.219
10/1/2008,803.55,94.63,241.2964,542.0909,6.26,4.17,10.35,,191.558
9/30/2008,809.78,94.7,240.7542,543.2665,6.12,4.1,10.2,,186.041
9/29/2008,819.3,96.7,245.569,554.4677,6.03,3.98,10.19,,191.355
9/26/2008,827.14,95.66,244.8687,554.8808,5.79,3.77,9.78,,181.691
9/25/2008,837.38,96.87,244.3102,562.4518,5.42,3.72,9.46,,175.876
9/24/2008,847.26,97.88,244.8164,562.5733,5.48,3.78,9.26,,184.939
9/23/2008,853.32,97.63,244.6559,562.2843,5.4,3.69,9.01,,173.215
9/22/2008,860.02,97.99,244.7775,563.8999,5.34,3.67,8.79,,170.448
9/19/2008,859.82,97.31,244.9138,563.402,5.39,3.69,8.82,,163.83
9/18/2008,850.22,98.13,244.9084,554.891,5.91,4.02,9.51,,185.064
9/17/2008,855.48,99.35,246.2895,554.335,5.93,3.9,9.33,,177.83
9/16/2008,861.82,100.86,252.9116,561.9726,5.58,3.3,9.55,,163.322
9/15/2008,871.4,101.34,254.8561,568.8313,5.41,3.21,8.7,,167.897
9/12/2008,879.65,102.19,256.5678,576.4493,4.95,2.84,8.15,,150.882
9/11/2008,879.44,103.02,257.0891,580.9252,4.93,2.91,8.23,,141.906
9/10/2008,880.15,103.25,257.2673,582.59,4.87,2.87,8.18,,142.691
9/9/2008,882.01,103.72,257.9146,582.9929,4.89,2.87,8.16,,140.261
9/8/2008,882.25,103.5,257.8056,584.0812,4.79,2.81,8.08,,136.46
9/5/2008,878.77,103.29,257.8448,583.1251,4.82,2.81,8.18,,139.745
9/4/2008,879.7,103.59,258.0691,584.0851,4.82,2.82,8.18,,144.706
9/3/2008,879.8,103.36,258.4068,584.7346,4.76,2.75,8.11,,144.302
9/2/2008,881,103.07,258.1423,585.1792,4.71,2.71,8.03,,147.654
8/29/2008,879.98,102.68,257.8912,584.9644,4.64,2.65,7.94,,149.074
8/28/2008,879.33,102.7,257.7532,583.7899,4.68,2.67,7.98,,146.104
8/27/2008,878.13,102.91,257.8656,583.4657,4.7,2.68,8.04,,148.098
8/26/2008,877.79,102.83,258.091,583.2025,4.68,2.64,8.02,,144.468
8/25/2008,877.43,102.83,258.1949,582.7817,4.69,2.63,8.03,,146.182
8/22/2008,876.25,102.37,257.8772,582.4305,4.61,2.57,7.96,,146.621
8/21/2008,876.34,102.51,258.0765,582.2951,4.64,2.58,8.01,,152.078
8/20/2008,877.82,102.8,258.1968,582.6354,4.67,2.61,8,,155.327
8/19/2008,878.26,102.61,258.0078,582.8487,4.61,2.58,7.94,,153.534
8/18/2008,880.74,102.95,258.2075,583.0232,4.62,2.59,7.88,,148.015
8/15/2008,880,102.71,258.1869,582.8526,4.58,2.54,7.83,,145.461
8/14/2008,878.32,102.64,257.9708,581.2078,4.57,2.52,7.83,,145.926
8/13/2008,878.14,102.35,257.6673,579.9403,4.55,2.47,7.77,,145.941
8/12/2008,878.17,102.62,257.9077,579.2816,4.6,2.49,7.8,,147.623
8/11/2008,875.41,102.13,257.3924,578.7366,4.52,2.43,7.76,,145.128
8/8/2008,873.86,102.42,257.6311,577.2737,4.6,2.47,7.84,,141.563
8/7/2008,874.64,102.51,257.9187,578.9527,4.57,2.47,7.85,,147.933
8/6/2008,873.44,101.73,257.2545,580.1037,4.44,2.37,7.73,,147.421
8/5/2008,872.14,101.97,257.4626,579.998,4.49,2.4,7.8,,146.838
8/4/2008,871.59,102.11,257.3669,579.4614,4.53,2.42,7.83,,143.254
8/1/2008,872.64,102.16,257.2947,580.0956,4.53,2.41,7.81,,144.039
7/31/2008,876.91,101.95,257.0862,581.051,4.47,2.39,7.67,,143.624
7/30/2008,876.97,101.62,256.6611,581.2857,4.38,2.34,7.56,,141.393
7/29/2008,876.63,101.68,256.7878,580.9691,4.38,2.35,7.58,,141.607
7/28/2008,878.29,101.78,256.8034,580.77,4.42,2.37,7.56,,142.616
7/25/2008,880.38,101.18,256.0621,580.1947,4.32,2.3,7.36,,144.097
7/24/2008,882.27,101.71,256.4324,580.7845,4.39,2.36,7.39,,144.536
7/23/2008,882.92,100.87,255.804,581.5234,4.24,2.27,7.2,,137.968
7/22/2008,879.95,101.02,255.948,580.2027,4.31,2.3,7.34,,138.148
7/21/2008,881.9,101.18,255.81,579.3038,4.36,2.34,7.33,,144.549
7/18/2008,878.15,101.14,255.699,576.4121,4.42,2.33,7.41,,144.438
7/17/2008,875.18,101.56,255.9219,574.8963,4.49,2.36,7.54,,150.392
7/16/2008,871.85,102.22,256.0029,573.7457,4.61,2.45,7.76,,151.161
7/15/2008,872.24,103,256.1794,572.6315,4.72,2.51,7.81,,144.965
7/14/2008,876.56,103.08,256.1756,574.1065,4.54,2.49,7.63,,140.22
7/11/2008,874.5,102.55,255.9462,574.0381,4.46,2.43,7.58,,136.13
7/10/2008,879.44,103.47,256.6447,574.1275,4.58,2.52,7.6,,139.43
7/9/2008,881.77,103.46,256.446,574.8446,4.55,2.51,7.52,,142.506
7/8/2008,878.31,103.2,256.0671,574.0544,4.53,2.5,7.58,,140.784
7/7/2008,880.71,102.96,255.863,574.5915,4.47,2.46,7.47,,146.805
7/3/2008,881.73,102.74,255.6673,573.5958,4.43,2.42,7.36,,144.479
7/2/2008,883.19,102.79,255.7872,573.2753,4.44,2.42,7.29,,137.913
7/1/2008,884.61,102.53,255.7329,573.3551,4.39,2.38,7.19,,135.266
6/30/2008,888.75,102.71,256.3012,575.0808,4.35,2.36,7.08,,135.257
6/27/2008,888.72,102.7,256.3701,574.8317,4.34,2.29,7.05,,137.31
6/26/2008,891.99,102.89,256.7024,576.0124,4.26,2.22,6.89,,141.524
6/25/2008,896.95,102.59,257.9079,579.1143,4.09,2.04,6.67,,133.152
6/24/2008,897.28,102.67,258.33,579.6869,4.07,2.02,6.67,,124.619
6/23/2008,903.04,102.45,258.5029,580.5625,3.97,1.94,6.42,,122.32
6/20/2008,906.29,102.71,258.8458,581.0451,3.98,1.94,6.36,,127.545
6/19/2008,909.24,102.47,258.6954,581.7992,3.93,1.88,6.18,,127.166
6/18/2008,911.83,102.85,259.1618,587.2375,3.86,1.9,6.19,,128.856
6/17/2008,913.44,102.43,258.9272,584.0753,3.85,1.84,6.06,,129.065
6/16/2008,912.08,102.31,258.5982,585.3138,3.78,1.83,6.04,,123.511
6/13/2008,911.83,102.14,258.4705,585.9448,3.73,1.81,6.02,,123.321
6/12/2008,912.09,102.38,258.8351,586.7546,3.75,1.84,6.06,,116.918
6/11/2008,913.43,103.13,259.9181,588.5002,3.82,1.9,6.13,,126.425
